idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,5,SHR_XOR,3,0,0,0xDDDE922A1374FF3A,6
1,5,SHR_XOR,5,3,1,0xBBF9B20F2AA57113,6
2,5,SHR_XOR,5,5,0,0x1046A785420D0381,6
3,4,SHL_XOR,6,5,0,0xEF823675E1ED8232,6
4,4,SHL_XOR,2,6,5,0x4D76881E5AF2DD86,6
5,4,SHL_XOR,7,2,3,0x5621AB20ABAE2D76,6
