idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,4,SHL_XOR,6,0,6,0x2EE0B661B2C2A81F,7
1,5,SHR_XOR,6,6,3,0x22D5D02E88E02178,7
2,4,SHL_XOR,6,6,1,0x80AE8FBAFE6A4E15,7
3,4,SHL_XOR,3,6,6,0x3C56F7F4D26E1E6E,7
4,5,SHR_XOR,6,3,7,0xA86C6035C4674460,7
5,5,SHR_XOR,7,6,5,0xE6A77AD072D1B2D5,7
6,5,SHR_XOR,7,7,2,0xDB1139A9EF39BD9F,7
