idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,13,MUM,6,0,3,0x128521BBBCD85C34,4
1,12,BSWAP,1,2,3,0xA76420D336F48E60,4
2,1,ADD,5,3,3,0xC99A4C04F5540908,4
3,13,MUM,7,6,6,0xBD934056B3C444D1,4
