idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,6,SPLITMIX_STEP,6,0,3,0xF74FF553B7A5440D,4
1,13,MUM,7,6,6,0xE1B6F54F8DBCBE69,4
2,4,SHL_XOR,4,6,7,0x37B512402DFB61B4,4
3,2,MUL,7,7,5,0x5C8527F6DD1386BD,4
