outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,no_carry,0x3BF3EDE6C6067EF4,10000,24,6007,32.062500,31.957031,4096,245.000000,44.160156,32.062500,31.957031,4096,245.000000,44.160156,10,0x6FE5C7BB46A0D06E,2342,10002,2550
1,no_carry,0x3BF3EDE6C6067EF4,10000,24,5179,32.015625,31.976563,4096,217.375000,44.226563,32.015625,31.976563,4096,217.375000,44.226563,11,0x18633CF304D714BC,4472,20003,5489
2,no_carry,0x3BF3EDE6C6067EF4,10000,24,4955,32.031250,32.175781,4096,254.750000,43.808594,32.015625,31.976563,4096,217.375000,44.226563,11,0x18633CF304D714BC,6770,30004,8311
3,no_carry,0x3BF3EDE6C6067EF4,10000,24,4718,31.859375,31.937500,4096,266.375000,43.167500,32.015625,31.976563,4096,217.375000,44.226563,11,0x18633CF304D714BC,8920,40005,11395
4,no_carry,0x3BF3EDE6C6067EF4,10000,24,5805,32.093750,32.031250,4096,243.375000,44.906250,32.093750,32.031250,4096,243.375000,44.906250,8,0x9B6F2453D64E9EBC,11069,50006,14069
5,no_carry,0x3BF3EDE6C6067EF4,10000,24,8726,32.031250,31.972656,4096,276.500000,44.835781,32.093750,32.031250,4096,243.375000,44.906250,8,0x9B6F2453D64E9EBC,13241,60007,16957
6,no_carry,0x3BF3EDE6C6067EF4,10000,24,3841,32.296875,32.082031,4096,252.125000,42.621094,32.093750,32.031250,4096,243.375000,44.906250,8,0x9B6F2453D64E9EBC,15541,70008,19654
7,no_carry,0x3BF3EDE6C6067EF4,10000,24,7464,32.000000,31.941406,4096,234.000000,45.207031,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,17777,80009,22383
8,no_carry,0x3BF3EDE6C6067EF4,10000,24,4972,32.031250,31.976563,4096,251.000000,44.570313,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,19875,90010,25455
9,no_carry,0x3BF3EDE6C6067EF4,10000,24,5092,32.031250,31.941406,4096,240.625000,44.894531,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,22140,100011,28270
10,no_carry,0x3BF3EDE6C6067EF4,10000,24,6519,32.015625,31.960938,4096,253.500000,42.648438,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,24059,110012,31683
11,no_carry,0x3BF3EDE6C6067EF4,10000,24,3912,31.843750,32.148438,4096,251.625000,43.195313,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,26173,120013,34489
12,no_carry,0x3BF3EDE6C6067EF4,10000,24,5543,31.984375,31.988281,4096,250.750000,42.285156,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,28091,130014,38090
13,no_carry,0x3BF3EDE6C6067EF4,10000,24,5769,32.031250,32.046875,4096,234.875000,43.953125,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,30266,140015,41325
14,no_carry,0x3BF3EDE6C6067EF4,10000,24,7707,32.015625,32.003906,4096,203.875000,44.324219,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,32152,150016,44454
15,no_carry,0x3BF3EDE6C6067EF4,10000,24,0,32.000000,31.941406,4096,234.000000,44.707031,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,34559,160017,47157
16,no_carry,0x3BF3EDE6C6067EF4,10000,24,6433,32.031250,31.992188,4096,220.500000,43.648438,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,36690,170018,50274
17,no_carry,0x3BF3EDE6C6067EF4,10000,24,9205,32.000000,31.921875,4096,258.875000,44.070625,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,38682,180019,53385
18,no_carry,0x3BF3EDE6C6067EF4,10000,24,5947,32.015625,32.023438,4096,285.250000,44.424063,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,41010,190020,56009
19,no_carry,0x3BF3EDE6C6067EF4,10000,24,9524,31.953125,31.953125,4096,235.250000,44.796875,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,43373,200021,58685
20,no_carry,0x3BF3EDE6C6067EF4,10000,24,5594,32.062500,32.054688,4096,249.750000,44.101563,32.000000,31.941406,4096,234.000000,45.207031,9,0x72945A17CADF178E,45225,210022,61585
