outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,unrestricted,0x93E999DB6D7816D2,100000,12,58297,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,48309,100002,12099
1,unrestricted,0x93E999DB6D7816D2,100000,12,37615,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,103550,200003,24318
2,unrestricted,0x93E999DB6D7816D2,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,151151,300004,36631
3,unrestricted,0x93E999DB6D7816D2,100000,12,1,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,208555,400005,48748
4,unrestricted,0x93E999DB6D7816D2,100000,12,70729,32.000977,32.000000,4096,247.250000,47.990234,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,259647,500006,60689
5,unrestricted,0x93E999DB6D7816D2,100000,12,1,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,308914,600007,72953
6,unrestricted,0x93E999DB6D7816D2,100000,12,42301,31.999512,31.996094,4096,240.625000,47.975586,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,359884,700008,84993
7,unrestricted,0x93E999DB6D7816D2,100000,12,34016,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,411323,800009,97360
8,unrestricted,0x93E999DB6D7816D2,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,464027,900010,109403
9,unrestricted,0x93E999DB6D7816D2,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,513885,1000011,121454
10,unrestricted,0x93E999DB6D7816D2,100000,12,16631,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,556082,1100012,133613
11,unrestricted,0x93E999DB6D7816D2,100000,12,34564,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,607279,1200013,145706
12,unrestricted,0x93E999DB6D7816D2,100000,12,38006,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,662698,1300014,157870
13,unrestricted,0x93E999DB6D7816D2,100000,12,73313,32.004883,32.000000,4096,251.250000,47.951172,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,707442,1400015,170240
14,unrestricted,0x93E999DB6D7816D2,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,755882,1500016,182536
15,unrestricted,0x93E999DB6D7816D2,100000,12,46122,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,811760,1600017,194494
16,unrestricted,0x93E999DB6D7816D2,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,859226,1700018,206427
17,unrestricted,0x93E999DB6D7816D2,100000,12,34927,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,914452,1800019,218801
18,unrestricted,0x93E999DB6D7816D2,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,967744,1900020,231058
19,unrestricted,0x93E999DB6D7816D2,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,1014727,2000021,243353
20,unrestricted,0x93E999DB6D7816D2,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,1063995,2100022,255505
21,unrestricted,0x93E999DB6D7816D2,100000,12,37629,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0xCBC4916DABDC0C50,1118873,2200023,267421
