idx,op_id,op_name,dst,src1,src2,used_len
0,0,INIT_CUR,0,0,0,11
1,4,EVAL_CUR,0,0,0,11
2,5,ACCEPT_IF_BETTER,0,0,0,11
3,2,MUTATE_BEST_TO_CUR,0,3,1,11
4,12,NOP,3,2,2,11
5,12,NOP,2,1,2,11
6,4,EVAL_CUR,1,0,3,11
7,9,REG_XOR,1,2,2,11
8,6,ACCEPT_SA,3,1,3,11
9,1,MUTATE_CUR,0,2,1,11
10,5,ACCEPT_IF_BETTER,0,0,2,11
