idx,op_id,op_name,dst,src1,src2
0,0,INIT_MM_CUR,0,0,0
1,4,EVAL_MM_CUR,0,0,0
2,5,ACCEPT_MM_IF_BETTER,0,0,0
3,10,REG_SHR,1,1,1
4,12,CALL_MM,2,0,3
5,12,CALL_MM,3,1,3
