idx,op_id,op_name,dst,src1,src2
0,0,INIT_MM_CUR,0,0,0
1,4,EVAL_MM_CUR,0,0,0
2,5,ACCEPT_MM_IF_BETTER,0,0,0
3,7,RESET_MM_CUR_TO_BEST,0,0,2
4,3,CROSS_MM_BEST_CUR,3,1,1
5,6,ACCEPT_MM_SA,1,1,1
6,13,NOP,2,0,2
