iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-180.834790,-215.225242,-215.225242,-215.225242
1,false,false,-179.752568,-243.372036,-215.225242,-215.225242
2,false,false,-192.037344,-215.225242,-215.225242,-215.225242
3,false,false,-179.752568,-243.372036,-215.225242,-215.225242
4,false,false,-177.594756,-243.372036,-215.225242,-215.225242
5,false,false,-180.834790,-215.225242,-215.225242,-215.225242
6,false,false,-197.651367,-218.097998,-215.225242,-215.225242
7,false,false,-180.834790,-215.225242,-215.225242,-215.225242
8,false,false,-180.834790,-215.225242,-215.225242,-215.225242
9,false,false,-180.834790,-215.225242,-215.225242,-215.225242
10,false,false,-179.752568,-243.372036,-215.225242,-215.225242
11,false,false,-180.834790,-215.225242,-215.225242,-215.225242
12,false,false,-179.752568,-243.372036,-215.225242,-215.225242
13,false,false,-180.834790,-215.225242,-215.225242,-215.225242
14,false,false,-190.072886,-215.225242,-215.225242,-215.225242
15,false,false,-180.834790,-215.225242,-215.225242,-215.225242
16,false,false,-190.313159,-215.225242,-215.225242,-215.225242
17,false,false,-179.752568,-243.372036,-215.225242,-215.225242
18,false,false,-201.671431,-241.633652,-215.225242,-215.225242
19,false,false,-149.023994,-241.633652,-215.225242,-215.225242
20,false,false,-179.752568,-243.372036,-215.225242,-215.225242
21,false,false,-180.834790,-215.225242,-215.225242,-215.225242
22,false,false,-195.213096,-215.225242,-215.225242,-215.225242
23,false,false,-180.834790,-215.225242,-215.225242,-215.225242
24,false,false,-180.834790,-215.225242,-215.225242,-215.225242
