idx,op_id,op_name,dst,src1,src2
0,4,EVAL_META_CUR,0,0,3
1,6,ACCEPT_META_SA,2,3,2
2,0,INIT_META_CUR,0,1,3
3,4,EVAL_META_CUR,1,2,1
4,7,RESET_META_CUR_TO_BEST,1,1,0
5,9,REG_XOR,1,3,1
6,9,REG_XOR,1,3,2
7,5,ACCEPT_META_IF_BETTER,3,0,0
8,13,NOP,2,3,2
9,6,ACCEPT_META_SA,1,2,0
10,2,MUTATE_META_BEST_TO_CUR,1,2,3
11,12,CALL_META,2,1,0
