idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,4,SHL_XOR,4,0,3,0x6612340E1CE79AAB,4
1,1,ADD,0,4,3,0x5CE4B31900E7879E,4
2,3,ROTL,6,0,0,0x75DE78B5D9A339B9,4
3,1,ADD,7,4,6,0xCDD740117367148A,4
