iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-157.062168,-220.786111,-220.786111,-220.786111
1,false,false,-157.062168,-220.786111,-220.786111,-220.786111
2,false,false,-141.167251,-227.689546,-220.786111,-220.786111
3,false,false,-157.062168,-220.786111,-220.786111,-220.786111
4,false,false,-177.857627,-233.375981,-220.786111,-220.786111
5,false,false,-157.062168,-220.786111,-220.786111,-220.786111
6,false,false,-190.882881,-225.179063,-220.786111,-220.786111
7,false,false,-157.062168,-220.786111,-220.786111,-220.786111
8,false,false,-157.062168,-220.786111,-220.786111,-220.786111
9,false,false,-146.126548,-233.375981,-220.786111,-220.786111
10,false,false,-157.062168,-220.786111,-220.786111,-220.786111
11,false,false,-129.374463,-233.375981,-220.786111,-220.786111
12,false,false,-157.062168,-220.786111,-220.786111,-220.786111
13,false,false,-134.801279,-233.375981,-220.786111,-220.786111
14,false,false,-157.062168,-220.786111,-220.786111,-220.786111
15,false,false,-111.875640,-233.375981,-220.786111,-220.786111
16,false,false,-157.062168,-220.786111,-220.786111,-220.786111
17,false,false,-149.858301,-233.375981,-220.786111,-220.786111
18,false,false,-157.062168,-220.786111,-220.786111,-220.786111
19,false,false,-141.167251,-227.689546,-220.786111,-220.786111
20,false,false,-157.062168,-220.786111,-220.786111,-220.786111
21,false,false,-141.167251,-227.689546,-220.786111,-220.786111
22,true,true,-74.368008,-163.466960,-163.466960,-163.466960
23,false,false,-102.474028,-230.815566,-163.466960,-163.466960
24,false,false,-190.882881,-225.179063,-163.466960,-163.466960
