generation,best_composite,best_avalanche,best_balance,best_period,best_chisq,best_used,mean_composite
4299,50.000000,32.0000,32.0000,1024,240.5000,382,45.000621
4300,50.000000,32.0000,32.0000,1024,240.5000,382,45.167178
4301,50.000000,32.0000,32.0000,1024,240.5000,382,45.640142
4302,50.000000,32.0000,32.0000,1024,240.5000,382,45.055182
4303,50.000000,32.0000,32.0000,1024,240.5000,382,45.589738
4304,50.000000,32.0000,32.0000,1024,240.5000,382,44.497728
4305,50.000000,32.0000,32.0000,1024,240.5000,382,45.298759
4306,50.000000,32.0000,32.0000,1024,240.5000,382,46.672065
4307,50.000000,32.0000,32.0000,1024,240.5000,382,45.792312
4308,50.000000,32.0000,32.0000,1024,240.5000,382,42.900177
4309,50.000000,32.0000,32.0000,1024,240.5000,382,43.024388
4310,50.000000,32.0000,32.0000,1024,240.5000,382,46.061976
4311,50.000000,32.0000,32.0000,1024,240.5000,382,43.360657
4312,50.000000,32.0000,32.0000,1024,240.5000,382,45.032719
4313,50.000000,32.0000,32.0000,1024,240.5000,382,43.217269
4314,50.000000,32.0000,32.0000,1024,240.5000,382,46.281051
4315,50.000000,32.0000,32.0000,1024,240.5000,382,45.482852
4316,50.000000,32.0000,32.0000,1024,240.5000,382,45.892628
4317,50.000000,32.0000,32.0000,1024,240.5000,382,43.489233
4318,50.000000,32.0000,32.0000,1024,240.5000,382,44.229827
4319,50.000000,32.0000,32.0000,1024,240.5000,382,44.891987
4320,50.000000,32.0000,32.0000,1024,240.5000,382,46.538588
4321,50.000000,32.0000,32.0000,1024,240.5000,382,46.287396
4322,50.000000,32.0000,32.0000,1024,240.5000,382,46.629891
4323,50.000000,32.0000,32.0000,1024,240.5000,382,44.228698
4324,50.000000,32.0000,32.0000,1024,240.5000,382,45.155903
4325,50.000000,32.0000,32.0000,1024,240.5000,382,44.821388
4326,50.000000,32.0000,32.0000,1024,240.5000,382,42.414250
4327,50.000000,32.0000,32.0000,1024,240.5000,382,44.255076
4328,50.000000,32.0000,32.0000,1024,240.5000,382,44.839707
4329,50.000000,32.0000,32.0000,1024,240.5000,382,45.141407
4330,50.000000,32.0000,32.0000,1024,240.5000,382,43.108904
4331,50.000000,32.0000,32.0000,1024,240.5000,382,42.547875
4332,50.000000,32.0000,32.0000,1024,240.5000,382,43.331852
4333,50.000000,32.0000,32.0000,1024,240.5000,382,38.970083
4334,50.000000,32.0000,32.0000,1024,240.5000,382,42.094636
4335,50.000000,32.0000,32.0000,1024,240.5000,382,42.530233
4336,50.000000,32.0000,32.0000,1024,240.5000,382,43.345453
4337,50.000000,32.0000,32.0000,1024,240.5000,382,41.723677
4338,50.000000,32.0000,32.0000,1024,240.5000,382,43.579565
4339,50.000000,32.0000,32.0000,1024,240.5000,382,42.776954
4340,50.000000,32.0000,32.0000,1024,240.5000,382,41.333577
4341,50.000000,32.0000,32.0000,1024,240.5000,382,45.272783
4342,50.000000,32.0000,32.0000,1024,240.5000,382,40.587224
4343,50.000000,32.0000,32.0000,1024,240.5000,382,41.416210
4344,50.000000,32.0000,32.0000,1024,240.5000,382,43.743140
4345,50.000000,32.0000,32.0000,1024,240.5000,382,45.173351
4346,50.000000,32.0000,32.0000,1024,240.5000,382,44.019056
4347,50.000000,32.0000,32.0000,1024,240.5000,382,42.335048
4348,50.000000,32.0000,32.0000,1024,240.5000,382,43.612230
4349,50.000000,32.0000,32.0000,1024,240.5000,382,40.953684
4350,50.000000,32.0000,32.0000,1024,240.5000,382,42.476293
4351,50.000000,32.0000,32.0000,1024,240.5000,382,43.351787
4352,50.000000,32.0000,32.0000,1024,240.5000,382,41.624491
4353,50.000000,32.0000,32.0000,1024,240.5000,382,44.115490
4354,50.000000,32.0000,32.0000,1024,240.5000,382,46.027026
4355,50.000000,32.0000,32.0000,1024,240.5000,382,40.653689
4356,50.000000,32.0000,32.0000,1024,240.5000,382,45.324470
4357,50.000000,32.0000,32.0000,1024,240.5000,382,45.915243
4358,50.000000,32.0000,32.0000,1024,240.5000,382,44.929817
4359,50.000000,32.0000,32.0000,1024,240.5000,382,45.204735
4360,50.000000,32.0000,32.0000,1024,240.5000,382,46.524257
4361,50.000000,32.0000,32.0000,1024,240.5000,382,39.832251
4362,50.000000,32.0000,32.0000,1024,240.5000,382,44.921680
4363,50.000000,32.0000,32.0000,1024,240.5000,382,42.416436
4364,50.000000,32.0000,32.0000,1024,240.5000,382,44.414954
4365,50.000000,32.0000,32.0000,1024,240.5000,382,41.880909
4366,50.000000,32.0000,32.0000,1024,240.5000,382,44.538665
4367,50.000000,32.0000,32.0000,1024,240.5000,382,44.266683
4368,50.000000,32.0000,32.0000,1024,240.5000,382,45.604962
4369,50.000000,32.0000,32.0000,1024,240.5000,382,46.492877
4370,50.000000,32.0000,32.0000,1024,240.5000,382,45.504023
4371,50.000000,32.0000,32.0000,1024,240.5000,382,43.452025
4372,50.000000,32.0000,32.0000,1024,240.5000,382,41.857314
4373,50.000000,32.0000,32.0000,1024,240.5000,382,46.133345
4374,50.000000,32.0000,32.0000,1024,240.5000,382,40.988344
4375,50.000000,32.0000,32.0000,1024,240.5000,382,44.028595
4376,50.000000,32.0000,32.0000,1024,240.5000,382,44.300431
4377,50.000000,32.0000,32.0000,1024,240.5000,382,41.078127
4378,50.000000,32.0000,32.0000,1024,240.5000,382,43.206851
4379,50.000000,32.0000,32.0000,1024,240.5000,382,41.873011
4380,50.000000,32.0000,32.0000,1024,240.5000,382,40.878381
4381,50.000000,32.0000,32.0000,1024,240.5000,382,43.355098
4382,50.000000,32.0000,32.0000,1024,240.5000,382,45.668320
4383,50.000000,32.0000,32.0000,1024,240.5000,382,44.313967
4384,50.000000,32.0000,32.0000,1024,240.5000,382,38.198964
4385,50.000000,32.0000,32.0000,1024,240.5000,382,42.075568
4386,50.000000,32.0000,32.0000,1024,240.5000,382,43.717194
4387,50.000000,32.0000,32.0000,1024,240.5000,382,43.089935
4388,50.000000,32.0000,32.0000,1024,240.5000,382,44.929058
4389,50.000000,32.0000,32.0000,1024,240.5000,382,40.700029
4390,50.000000,32.0000,32.0000,1024,240.5000,382,43.864048
4391,50.000000,32.0000,32.0000,1024,240.5000,382,44.247432
4392,50.000000,32.0000,32.0000,1024,240.5000,382,42.337446
4393,50.000000,32.0000,32.0000,1024,240.5000,382,45.495156
4394,50.000000,32.0000,32.0000,1024,240.5000,382,42.928466
4395,50.000000,32.0000,32.0000,1024,240.5000,382,42.226338
4396,50.000000,32.0000,32.0000,1024,240.5000,382,44.550649
4397,50.000000,32.0000,32.0000,1024,240.5000,382,43.115555
4398,50.000000,32.0000,32.0000,1024,240.5000,382,45.105125
4399,50.000000,32.0000,32.0000,1024,240.5000,382,45.973260
4400,50.000000,32.0000,32.0000,1024,240.5000,382,44.128855
4401,50.000000,32.0000,32.0000,1024,240.5000,382,43.919229
4402,50.000000,32.0000,32.0000,1024,240.5000,382,45.012153
4403,50.000000,32.0000,32.0000,1024,240.5000,382,44.997584
4404,50.000000,32.0000,32.0000,1024,240.5000,382,43.860527
4405,50.000000,32.0000,32.0000,1024,240.5000,382,43.232349
4406,50.000000,32.0000,32.0000,1024,240.5000,382,42.969336
4407,50.000000,32.0000,32.0000,1024,240.5000,382,44.904609
4408,50.000000,32.0000,32.0000,1024,240.5000,382,40.906373
4409,50.000000,32.0000,32.0000,1024,240.5000,382,42.754159
4410,50.000000,32.0000,32.0000,1024,240.5000,382,45.539269
4411,50.000000,32.0000,32.0000,1024,240.5000,382,38.469968
4412,50.000000,32.0000,32.0000,1024,240.5000,382,43.962434
4413,50.000000,32.0000,32.0000,1024,240.5000,382,46.396744
4414,50.000000,32.0000,32.0000,1024,240.5000,382,46.257549
4415,50.000000,32.0000,32.0000,1024,240.5000,382,46.255985
4416,50.000000,32.0000,32.0000,1024,240.5000,382,37.495757
4417,50.000000,32.0000,32.0000,1024,240.5000,382,43.626588
4418,50.000000,32.0000,32.0000,1024,240.5000,382,42.769177
4419,50.000000,32.0000,32.0000,1024,240.5000,382,43.007253
4420,50.000000,32.0000,32.0000,1024,240.5000,382,42.845175
4421,50.000000,32.0000,32.0000,1024,240.5000,382,41.025833
4422,50.000000,32.0000,32.0000,1024,240.5000,382,40.484701
4423,50.000000,32.0000,32.0000,1024,240.5000,382,42.639423
4424,50.000000,32.0000,32.0000,1024,240.5000,382,42.761134
4425,50.000000,32.0000,32.0000,1024,240.5000,382,43.272476
4426,50.000000,32.0000,32.0000,1024,240.5000,382,45.895880
4427,50.000000,32.0000,32.0000,1024,240.5000,382,43.600203
4428,50.000000,32.0000,32.0000,1024,240.5000,382,44.513319
4429,50.000000,32.0000,32.0000,1024,240.5000,382,42.943413
4430,50.000000,32.0000,32.0000,1024,240.5000,382,42.612666
4431,50.000000,32.0000,32.0000,1024,240.5000,382,44.934703
4432,50.000000,32.0000,32.0000,1024,240.5000,382,43.417833
4433,50.000000,32.0000,32.0000,1024,240.5000,382,45.907167
4434,50.000000,32.0000,32.0000,1024,240.5000,382,44.876266
4435,50.000000,32.0000,32.0000,1024,240.5000,382,43.229994
4436,50.000000,32.0000,32.0000,1024,240.5000,382,45.014883
4437,50.000000,32.0000,32.0000,1024,240.5000,382,44.637527
4438,50.000000,32.0000,32.0000,1024,240.5000,382,45.049019
4439,50.000000,32.0000,32.0000,1024,240.5000,382,42.661573
4440,50.000000,32.0000,32.0000,1024,240.5000,382,40.028530
4441,50.000000,32.0000,32.0000,1024,240.5000,382,42.780118
4442,50.000000,32.0000,32.0000,1024,240.5000,382,43.236188
4443,50.000000,32.0000,32.0000,1024,240.5000,382,42.606147
4444,50.000000,32.0000,32.0000,1024,240.5000,382,41.890085
4445,50.000000,32.0000,32.0000,1024,240.5000,382,45.027065
4446,50.000000,32.0000,32.0000,1024,240.5000,382,42.870880
4447,50.000000,32.0000,32.0000,1024,240.5000,382,42.668114
4448,50.000000,32.0000,32.0000,1024,240.5000,382,44.429380
4449,50.000000,32.0000,32.0000,1024,240.5000,382,43.206057
4450,50.000000,32.0000,32.0000,1024,240.5000,382,42.751509
4451,50.000000,32.0000,32.0000,1024,240.5000,382,43.302529
4452,50.000000,32.0000,32.0000,1024,240.5000,382,41.775409
4453,50.000000,32.0000,32.0000,1024,240.5000,382,38.860896
4454,50.000000,32.0000,32.0000,1024,240.5000,382,44.920122
4455,50.000000,32.0000,32.0000,1024,240.5000,382,44.404220
4456,50.000000,32.0000,32.0000,1024,240.5000,382,42.075420
4457,50.000000,32.0000,32.0000,1024,240.5000,382,45.254554
4458,50.000000,32.0000,32.0000,1024,240.5000,382,46.253888
4459,50.000000,32.0000,32.0000,1024,240.5000,382,44.530720
4460,50.000000,32.0000,32.0000,1024,240.5000,382,43.817561
4461,50.000000,32.0000,32.0000,1024,240.5000,382,44.814067
4462,50.000000,32.0000,32.0000,1024,240.5000,382,44.321002
4463,50.000000,32.0000,32.0000,1024,240.5000,382,43.445555
4464,50.000000,32.0000,32.0000,1024,240.5000,382,44.276267
4465,50.000000,32.0000,32.0000,1024,240.5000,382,45.529341
4466,50.000000,32.0000,32.0000,1024,240.5000,382,44.394276
4467,50.000000,32.0000,32.0000,1024,240.5000,382,44.407207
4468,50.000000,32.0000,32.0000,1024,240.5000,382,45.353660
4469,50.000000,32.0000,32.0000,1024,240.5000,382,43.677321
4470,50.000000,32.0000,32.0000,1024,240.5000,382,44.549028
4471,50.000000,32.0000,32.0000,1024,240.5000,382,44.775298
4472,50.000000,32.0000,32.0000,1024,240.5000,382,42.378601
4473,50.000000,32.0000,32.0000,1024,240.5000,382,40.130500
4474,50.000000,32.0000,32.0000,1024,240.5000,382,45.842694
4475,50.000000,32.0000,32.0000,1024,240.5000,382,43.465233
4476,50.000000,32.0000,32.0000,1024,240.5000,382,42.732443
4477,50.000000,32.0000,32.0000,1024,240.5000,382,44.104022
4478,50.000000,32.0000,32.0000,1024,240.5000,382,44.123046
4479,50.000000,32.0000,32.0000,1024,240.5000,382,45.853221
4480,50.000000,32.0000,32.0000,1024,240.5000,382,44.177976
4481,50.000000,32.0000,32.0000,1024,240.5000,382,43.182310
4482,50.000000,32.0000,32.0000,1024,240.5000,382,43.879485
4483,50.000000,32.0000,32.0000,1024,240.5000,382,46.972501
4484,50.000000,32.0000,32.0000,1024,240.5000,382,45.233667
4485,50.000000,32.0000,32.0000,1024,240.5000,382,46.278145
4486,50.000000,32.0000,32.0000,1024,240.5000,382,43.652150
4487,50.000000,32.0000,32.0000,1024,240.5000,382,46.605005
4488,50.000000,32.0000,32.0000,1024,240.5000,382,42.166174
4489,50.000000,32.0000,32.0000,1024,240.5000,382,41.811655
4490,50.000000,32.0000,32.0000,1024,240.5000,382,45.024269
4491,50.000000,32.0000,32.0000,1024,240.5000,382,42.934407
4492,50.000000,32.0000,32.0000,1024,240.5000,382,46.891196
4493,50.000000,32.0000,32.0000,1024,240.5000,382,43.811860
4494,50.000000,32.0000,32.0000,1024,240.5000,382,43.833894
4495,50.000000,32.0000,32.0000,1024,240.5000,382,43.987001
4496,50.000000,32.0000,32.0000,1024,240.5000,382,44.573617
4497,50.000000,32.0000,32.0000,1024,240.5000,382,44.024943
4498,50.000000,32.0000,32.0000,1024,240.5000,382,43.135580
4499,50.000000,32.0000,32.0000,1024,240.5000,382,44.837021
4500,50.000000,32.0000,32.0000,1024,240.5000,382,45.297800
4501,50.000000,32.0000,32.0000,1024,240.5000,382,43.328070
4502,50.000000,32.0000,32.0000,1024,240.5000,382,41.350544
4503,50.000000,32.0000,32.0000,1024,240.5000,382,43.299052
4504,50.000000,32.0000,32.0000,1024,240.5000,382,43.707878
4505,50.000000,32.0000,32.0000,1024,240.5000,382,44.607606
4506,50.000000,32.0000,32.0000,1024,240.5000,382,43.124890
4507,50.000000,32.0000,32.0000,1024,240.5000,382,45.587913
4508,50.000000,32.0000,32.0000,1024,240.5000,382,46.619546
4509,50.000000,32.0000,32.0000,1024,240.5000,382,40.531407
4510,50.000000,32.0000,32.0000,1024,240.5000,382,43.587759
4511,50.000000,32.0000,32.0000,1024,240.5000,382,42.638252
4512,50.000000,32.0000,32.0000,1024,240.5000,382,38.102863
4513,50.000000,32.0000,32.0000,1024,240.5000,382,45.457604
4514,50.000000,32.0000,32.0000,1024,240.5000,382,39.816881
4515,50.000000,32.0000,32.0000,1024,240.5000,382,46.785007
4516,50.000000,32.0000,32.0000,1024,240.5000,382,45.620361
4517,50.000000,32.0000,32.0000,1024,240.5000,382,39.542893
4518,50.000000,32.0000,32.0000,1024,240.5000,382,45.437708
4519,50.000000,32.0000,32.0000,1024,240.5000,382,41.314935
4520,50.000000,32.0000,32.0000,1024,240.5000,382,39.141781
4521,50.000000,32.0000,32.0000,1024,240.5000,382,43.081366
4522,50.000000,32.0000,32.0000,1024,240.5000,382,42.667446
4523,50.000000,32.0000,32.0000,1024,240.5000,382,43.544321
4524,50.000000,32.0000,32.0000,1024,240.5000,382,42.119097
4525,50.000000,32.0000,32.0000,1024,240.5000,382,42.323726
4526,50.000000,32.0000,32.0000,1024,240.5000,382,43.706642
4527,50.000000,32.0000,32.0000,1024,240.5000,382,46.403925
4528,50.000000,32.0000,32.0000,1024,240.5000,382,41.127762
4529,50.000000,32.0000,32.0000,1024,240.5000,382,44.542567
4530,50.000000,32.0000,32.0000,1024,240.5000,382,41.858950
4531,50.000000,32.0000,32.0000,1024,240.5000,382,42.938131
4532,50.000000,32.0000,32.0000,1024,240.5000,382,47.201670
4533,50.000000,32.0000,32.0000,1024,240.5000,382,43.816007
4534,50.000000,32.0000,32.0000,1024,240.5000,382,45.256427
4535,50.000000,32.0000,32.0000,1024,240.5000,382,41.644105
4536,50.000000,32.0000,32.0000,1024,240.5000,382,44.367019
4537,50.000000,32.0000,32.0000,1024,240.5000,382,42.366047
4538,50.000000,32.0000,32.0000,1024,240.5000,382,41.585511
4539,50.000000,32.0000,32.0000,1024,240.5000,382,42.656119
4540,50.000000,32.0000,32.0000,1024,240.5000,382,44.425067
4541,50.000000,32.0000,32.0000,1024,240.5000,382,43.098986
4542,50.000000,32.0000,32.0000,1024,240.5000,382,43.061956
4543,50.000000,32.0000,32.0000,1024,240.5000,382,42.750862
4544,50.000000,32.0000,32.0000,1024,240.5000,382,43.406387
4545,50.000000,32.0000,32.0000,1024,240.5000,382,44.757766
4546,50.000000,32.0000,32.0000,1024,240.5000,382,44.512833
4547,50.000000,32.0000,32.0000,1024,240.5000,382,45.132006
4548,50.000000,32.0000,32.0000,1024,240.5000,382,45.587319
4549,50.000000,32.0000,32.0000,1024,240.5000,382,44.913651
4550,50.000000,32.0000,32.0000,1024,240.5000,382,42.504553
4551,50.000000,32.0000,32.0000,1024,240.5000,382,41.855493
4552,50.000000,32.0000,32.0000,1024,240.5000,382,44.151895
4553,50.000000,32.0000,32.0000,1024,240.5000,382,45.207983
4554,50.000000,32.0000,32.0000,1024,240.5000,382,44.796095
4555,50.000000,32.0000,32.0000,1024,240.5000,382,45.397822
4556,50.000000,32.0000,32.0000,1024,240.5000,382,43.304227
4557,50.000000,32.0000,32.0000,1024,240.5000,382,43.429070
4558,50.000000,32.0000,32.0000,1024,240.5000,382,42.425754
4559,50.000000,32.0000,32.0000,1024,240.5000,382,42.975646
4560,50.000000,32.0000,32.0000,1024,240.5000,382,40.930104
4561,50.000000,32.0000,32.0000,1024,240.5000,382,42.185233
4562,50.000000,32.0000,32.0000,1024,240.5000,382,42.780889
4563,50.000000,32.0000,32.0000,1024,240.5000,382,46.535491
4564,50.000000,32.0000,32.0000,1024,240.5000,382,44.705968
4565,50.000000,32.0000,32.0000,1024,240.5000,382,45.114287
4566,50.000000,32.0000,32.0000,1024,240.5000,382,45.163223
4567,50.000000,32.0000,32.0000,1024,240.5000,382,41.380237
4568,50.000000,32.0000,32.0000,1024,240.5000,382,41.182080
4569,50.000000,32.0000,32.0000,1024,240.5000,382,45.712637
4570,50.000000,32.0000,32.0000,1024,240.5000,382,44.456355
4571,50.000000,32.0000,32.0000,1024,240.5000,382,44.933882
4572,50.000000,32.0000,32.0000,1024,240.5000,382,40.614905
4573,50.000000,32.0000,32.0000,1024,240.5000,382,42.681035
4574,50.000000,32.0000,32.0000,1024,240.5000,382,45.390557
4575,50.000000,32.0000,32.0000,1024,240.5000,382,40.618862
4576,50.000000,32.0000,32.0000,1024,240.5000,382,46.118789
4577,50.000000,32.0000,32.0000,1024,240.5000,382,43.250198
4578,50.000000,32.0000,32.0000,1024,240.5000,382,44.477407
4579,50.000000,32.0000,32.0000,1024,240.5000,382,45.123749
4580,50.000000,32.0000,32.0000,1024,240.5000,382,42.180823
4581,50.000000,32.0000,32.0000,1024,240.5000,382,37.952714
4582,50.000000,32.0000,32.0000,1024,240.5000,382,47.051595
4583,50.000000,32.0000,32.0000,1024,240.5000,382,42.180763
4584,50.000000,32.0000,32.0000,1024,240.5000,382,41.495863
4585,50.000000,32.0000,32.0000,1024,240.5000,382,46.933716
4586,50.000000,32.0000,32.0000,1024,240.5000,382,42.667352
4587,50.000000,32.0000,32.0000,1024,240.5000,382,41.395720
4588,50.000000,32.0000,32.0000,1024,240.5000,382,41.699237
4589,50.000000,32.0000,32.0000,1024,240.5000,382,44.753978
4590,50.000000,32.0000,32.0000,1024,240.5000,382,41.580940
4591,50.000000,32.0000,32.0000,1024,240.5000,382,38.803936
4592,50.000000,32.0000,32.0000,1024,240.5000,382,43.920785
4593,50.000000,32.0000,32.0000,1024,240.5000,382,42.461893
4594,50.000000,32.0000,32.0000,1024,240.5000,382,43.520270
4595,50.000000,32.0000,32.0000,1024,240.5000,382,44.262506
4596,50.000000,32.0000,32.0000,1024,240.5000,382,44.593213
4597,50.000000,32.0000,32.0000,1024,240.5000,382,41.878589
4598,50.000000,32.0000,32.0000,1024,240.5000,382,40.426746
4599,50.000000,32.0000,32.0000,1024,240.5000,382,42.852062
4600,50.000000,32.0000,32.0000,1024,240.5000,382,45.712147
4601,50.000000,32.0000,32.0000,1024,240.5000,382,44.681027
4602,50.000000,32.0000,32.0000,1024,240.5000,382,45.283373
4603,50.000000,32.0000,32.0000,1024,240.5000,382,40.798628
4604,50.000000,32.0000,32.0000,1024,240.5000,382,43.207604
4605,50.000000,32.0000,32.0000,1024,240.5000,382,43.464755
4606,50.000000,32.0000,32.0000,1024,240.5000,382,40.341349
4607,50.000000,32.0000,32.0000,1024,240.5000,382,37.290526
4608,50.000000,32.0000,32.0000,1024,240.5000,382,39.877656
4609,50.000000,32.0000,32.0000,1024,240.5000,382,44.428009
4610,50.000000,32.0000,32.0000,1024,240.5000,382,43.002177
4611,50.000000,32.0000,32.0000,1024,240.5000,382,44.391099
4612,50.000000,32.0000,32.0000,1024,240.5000,382,42.275265
4613,50.000000,32.0000,32.0000,1024,240.5000,382,43.699381
4614,50.000000,32.0000,32.0000,1024,240.5000,382,41.275708
4615,50.000000,32.0000,32.0000,1024,240.5000,382,45.124679
4616,50.000000,32.0000,32.0000,1024,240.5000,382,41.406642
4617,50.000000,32.0000,32.0000,1024,240.5000,382,45.608958
4618,50.000000,32.0000,32.0000,1024,240.5000,382,43.207227
4619,50.000000,32.0000,32.0000,1024,240.5000,382,41.514459
4620,50.000000,32.0000,32.0000,1024,240.5000,382,47.008750
4621,50.000000,32.0000,32.0000,1024,240.5000,382,45.668247
4622,50.000000,32.0000,32.0000,1024,240.5000,382,42.160449
4623,50.000000,32.0000,32.0000,1024,240.5000,382,43.701324
4624,50.000000,32.0000,32.0000,1024,240.5000,382,40.924368
4625,50.000000,32.0000,32.0000,1024,240.5000,382,44.787491
4626,50.000000,32.0000,32.0000,1024,240.5000,382,43.664340
4627,50.000000,32.0000,32.0000,1024,240.5000,382,42.985433
4628,50.000000,32.0000,32.0000,1024,240.5000,382,44.945707
4629,50.000000,32.0000,32.0000,1024,240.5000,382,40.717784
4630,50.000000,32.0000,32.0000,1024,240.5000,382,41.376802
4631,50.000000,32.0000,32.0000,1024,240.5000,382,44.409923
4632,50.000000,32.0000,32.0000,1024,240.5000,382,41.668593
4633,50.000000,32.0000,32.0000,1024,240.5000,382,44.478662
4634,50.000000,32.0000,32.0000,1024,240.5000,382,39.549956
4635,50.000000,32.0000,32.0000,1024,240.5000,382,43.741534
4636,50.000000,32.0000,32.0000,1024,240.5000,382,41.752017
4637,50.000000,32.0000,32.0000,1024,240.5000,382,41.279056
4638,50.000000,32.0000,32.0000,1024,240.5000,382,43.674651
4639,50.000000,32.0000,32.0000,1024,240.5000,382,42.568727
4640,50.000000,32.0000,32.0000,1024,240.5000,382,43.671814
4641,50.000000,32.0000,32.0000,1024,240.5000,382,45.110320
4642,50.000000,32.0000,32.0000,1024,240.5000,382,45.051091
4643,50.000000,32.0000,32.0000,1024,240.5000,382,45.853394
4644,50.000000,32.0000,32.0000,1024,240.5000,382,42.951664
4645,50.000000,32.0000,32.0000,1024,240.5000,382,46.455934
4646,50.000000,32.0000,32.0000,1024,240.5000,382,40.960890
4647,50.000000,32.0000,32.0000,1024,240.5000,382,44.613932
4648,50.000000,32.0000,32.0000,1024,240.5000,382,43.320188
4649,50.000000,32.0000,32.0000,1024,240.5000,382,39.109247
4650,50.000000,32.0000,32.0000,1024,240.5000,382,43.565931
4651,50.000000,32.0000,32.0000,1024,240.5000,382,42.320901
4652,50.000000,32.0000,32.0000,1024,240.5000,382,42.008572
4653,50.000000,32.0000,32.0000,1024,240.5000,382,46.264093
4654,50.000000,32.0000,32.0000,1024,240.5000,382,42.900037
4655,50.000000,32.0000,32.0000,1024,240.5000,382,42.721204
4656,50.000000,32.0000,32.0000,1024,240.5000,382,45.086711
4657,50.000000,32.0000,32.0000,1024,240.5000,382,45.111653
4658,50.000000,32.0000,32.0000,1024,240.5000,382,42.129514
4659,50.000000,32.0000,32.0000,1024,240.5000,382,42.813170
4660,50.000000,32.0000,32.0000,1024,240.5000,382,43.178226
4661,50.000000,32.0000,32.0000,1024,240.5000,382,46.291267
4662,50.000000,32.0000,32.0000,1024,240.5000,382,42.516449
4663,50.000000,32.0000,32.0000,1024,240.5000,382,47.685320
4664,50.000000,32.0000,32.0000,1024,240.5000,382,41.578217
4665,50.000000,32.0000,32.0000,1024,240.5000,382,45.347168
4666,50.000000,32.0000,32.0000,1024,240.5000,382,41.870177
4667,50.000000,32.0000,32.0000,1024,240.5000,382,39.818160
4668,50.000000,32.0000,32.0000,1024,240.5000,382,43.767307
4669,50.000000,32.0000,32.0000,1024,240.5000,382,39.638672
4670,50.000000,32.0000,32.0000,1024,240.5000,382,47.149006
4671,50.000000,32.0000,32.0000,1024,240.5000,382,45.311769
4672,50.000000,32.0000,32.0000,1024,240.5000,382,43.446201
4673,50.000000,32.0000,32.0000,1024,240.5000,382,45.968367
4674,50.000000,32.0000,32.0000,1024,240.5000,382,44.755303
4675,50.000000,32.0000,32.0000,1024,240.5000,382,44.759006
4676,50.000000,32.0000,32.0000,1024,240.5000,382,45.910714
4677,50.000000,32.0000,32.0000,1024,240.5000,382,44.841044
4678,50.000000,32.0000,32.0000,1024,240.5000,382,46.507603
4679,50.000000,32.0000,32.0000,1024,240.5000,382,43.220474
4680,50.000000,32.0000,32.0000,1024,240.5000,382,44.776927
4681,50.000000,32.0000,32.0000,1024,240.5000,382,42.690563
4682,50.000000,32.0000,32.0000,1024,240.5000,382,42.905276
4683,50.000000,32.0000,32.0000,1024,240.5000,382,44.482405
4684,50.000000,32.0000,32.0000,1024,240.5000,382,45.692322
4685,50.000000,32.0000,32.0000,1024,240.5000,382,44.402566
4686,50.000000,32.0000,32.0000,1024,240.5000,382,42.301229
4687,50.000000,32.0000,32.0000,1024,240.5000,382,44.979338
4688,50.000000,32.0000,32.0000,1024,240.5000,382,44.091744
4689,50.000000,32.0000,32.0000,1024,240.5000,382,44.648005
4690,50.000000,32.0000,32.0000,1024,240.5000,382,39.689730
4691,50.000000,32.0000,32.0000,1024,240.5000,382,44.101221
4692,50.000000,32.0000,32.0000,1024,240.5000,382,42.973806
4693,50.000000,32.0000,32.0000,1024,240.5000,382,45.014650
4694,50.000000,32.0000,32.0000,1024,240.5000,382,46.493997
4695,50.000000,32.0000,32.0000,1024,240.5000,382,46.799838
4696,50.000000,32.0000,32.0000,1024,240.5000,382,45.269087
4697,50.000000,32.0000,32.0000,1024,240.5000,382,47.419930
4698,50.000000,32.0000,32.0000,1024,240.5000,382,42.790035
4699,50.000000,32.0000,32.0000,1024,240.5000,382,43.142443
4700,50.000000,32.0000,32.0000,1024,240.5000,382,46.885133
4701,50.000000,32.0000,32.0000,1024,240.5000,382,45.169359
4702,50.000000,32.0000,32.0000,1024,240.5000,382,42.875082
4703,50.000000,32.0000,32.0000,1024,240.5000,382,47.240234
4704,50.000000,32.0000,32.0000,1024,240.5000,382,42.617960
4705,50.000000,32.0000,32.0000,1024,240.5000,382,44.500974
4706,50.000000,32.0000,32.0000,1024,240.5000,382,47.031467
4707,50.000000,32.0000,32.0000,1024,240.5000,382,39.905327
4708,50.000000,32.0000,32.0000,1024,240.5000,382,42.026553
4709,50.000000,32.0000,32.0000,1024,240.5000,382,43.127590
4710,50.000000,32.0000,32.0000,1024,240.5000,382,45.298073
4711,50.000000,32.0000,32.0000,1024,240.5000,382,42.412452
4712,50.000000,32.0000,32.0000,1024,240.5000,382,40.823809
4713,50.000000,32.0000,32.0000,1024,240.5000,382,42.704921
4714,50.000000,32.0000,32.0000,1024,240.5000,382,43.155795
4715,50.000000,32.0000,32.0000,1024,240.5000,382,44.332406
4716,50.000000,32.0000,32.0000,1024,240.5000,382,42.901165
4717,50.000000,32.0000,32.0000,1024,240.5000,382,40.305228
4718,50.000000,32.0000,32.0000,1024,240.5000,382,46.375370
4719,50.000000,32.0000,32.0000,1024,240.5000,382,40.406953
4720,50.000000,32.0000,32.0000,1024,240.5000,382,44.197850
4721,50.000000,32.0000,32.0000,1024,240.5000,382,42.555934
