idx,op_id,op_name,dst,src1,src2,used_len
0,4,EVAL_CUR,0,2,2,15
1,5,ACCEPT_IF_BETTER,2,1,0,15
2,0,INIT_CUR,1,2,0,15
3,1,MUTATE_CUR,2,2,3,15
4,2,MUTATE_BEST_TO_CUR,3,1,0,15
5,4,EVAL_CUR,2,2,3,15
6,6,ACCEPT_SA,1,1,1,15
7,3,CROSS_BEST_CUR,0,1,3,15
8,7,RESET_CUR_TO_BEST,1,3,0,15
9,6,ACCEPT_SA,3,1,3,15
10,0,INIT_CUR,3,0,3,15
11,9,REG_XOR,2,2,2,15
12,11,TEMP_DECAY,1,1,0,15
13,3,CROSS_BEST_CUR,1,0,3,15
14,11,TEMP_DECAY,2,3,1,15
