iter,candidate_fit,best_fit,accepted,len
0,56.1125,55.9625,1,5
1,-1000000.0000,65.3188,0,5
2,-1000000.0000,74.0063,0,5
3,71.1750,65.2500,1,4
4,-21.6938,71.0563,0,4
5,-20.7375,67.9438,0,4
6,-24.5813,66.6000,0,4
7,-20.7438,58.5000,0,4
8,46.4250,57.2438,0,4
9,48.4000,81.7938,0,5
10,-19.3875,80.9375,0,4
11,-19.4875,74.4938,0,5
12,123.6000,59.8813,1,4
13,-18.4500,101.4625,0,4
14,176.3000,134.6875,1,4
15,174.3500,174.3500,0,4
16,-1000000.0000,172.9125,0,4
17,-23.1375,174.4875,0,4
18,-20.9250,171.6250,0,4
19,-26.7813,174.8875,0,4
20,159.1750,159.1750,0,4
21,-14.4000,176.2000,0,4
22,176.4000,176.7438,0,4
23,176.9000,176.9000,0,4
24,173.0625,173.0625,0,4
25,-1000000.0000,174.8188,0,4
26,-19.6438,141.2688,0,4
27,-1000000.0000,153.3938,0,4
28,175.6000,175.6000,0,4
29,165.0875,165.0875,0,4
30,-25.4688,170.7188,0,4
31,142.9063,176.9188,0,4
32,174.4750,149.5813,1,4
33,133.4250,133.4250,0,4
34,-23.3938,169.3250,0,4
35,-14.7313,171.5563,0,4
36,-23.4688,155.9563,0,4
37,169.1563,175.6000,0,5
38,-20.4813,169.0375,0,5
39,-22.0375,164.0000,0,4
40,28.8313,155.4938,0,4
41,-19.0938,173.9250,0,5
42,-17.8438,153.6188,0,4
43,176.3938,176.3938,0,4
44,-17.4688,156.9063,0,4
45,176.6000,176.6000,0,4
46,-20.0875,174.5063,0,4
47,-1000000.0000,173.6750,0,4
48,170.9813,161.2938,1,4
49,-1000000.0000,172.6938,0,4
50,-23.2438,161.0438,0,4
51,173.5000,173.5000,0,4
52,-20.9875,173.0625,0,4
53,174.6000,154.8688,1,4
54,-18.2188,167.3438,0,4
55,-1000000.0000,172.3875,0,4
56,-1000000.0000,173.8000,0,4
57,-16.1813,172.9438,0,4
58,171.3625,172.5000,0,5
59,-20.1563,169.9875,0,4
60,36.2438,164.6063,0,4
61,175.8000,175.8000,0,4
62,172.1625,172.1625,0,5
63,143.2563,173.4875,0,4
64,174.5000,174.5000,0,4
65,-20.7625,174.1188,0,5
66,174.6000,173.8000,1,5
67,-19.2125,169.1813,0,5
68,-1.4813,175.2000,0,5
69,171.3563,173.1500,0,5
70,-13.2938,173.4000,0,4
71,174.5000,174.5000,0,6
72,35.3063,158.8563,0,6
73,-16.1500,175.0000,0,5
74,-21.8250,174.3438,0,5
75,23.2188,173.8750,0,5
76,27.8875,170.1688,0,5
77,-21.3000,175.0000,0,5
78,147.0750,174.1000,0,5
79,32.3125,174.2000,0,4
80,146.8813,158.1063,0,5
81,-19.9000,173.5875,0,5
82,174.8750,172.8000,1,6
83,-22.5938,167.8313,0,7
84,-17.0938,172.8563,0,5
85,-23.4875,172.2250,0,6
86,26.1938,171.8250,0,6
87,141.2063,165.5063,0,6
88,174.2000,173.9438,1,7
89,145.3063,145.3063,0,7
90,173.8000,173.8000,0,6
91,-21.1813,174.6438,0,7
92,-22.3000,173.4000,0,7
93,-19.3063,174.6000,0,7
94,151.9063,151.9063,0,8
95,171.3938,165.2563,1,6
96,143.0313,143.0313,0,7
97,33.6563,172.7000,0,6
98,-12.3938,173.5000,0,5
99,-9.9563,174.4000,0,6
100,20.3375,174.9000,0,6
101,-21.6688,170.9688,0,5
102,174.2438,138.3813,1,5
103,-1000000.0000,174.4000,0,5
104,-1000000.0000,174.7000,0,5
105,-1000000.0000,166.5375,0,5
106,175.6000,176.2000,0,4
107,172.2375,172.2688,0,5
108,173.6000,172.6063,1,6
109,171.7500,174.2000,0,6
110,-1000000.0000,174.5875,0,5
111,175.9000,172.4625,1,6
112,174.4500,174.2375,1,5
113,-21.6250,176.6875,0,5
114,-22.4000,165.9625,0,5
115,-22.2250,172.4375,0,5
116,176.9000,176.9000,0,5
117,175.4313,175.2750,1,5
118,-1000000.0000,176.5000,0,4
119,-18.9500,160.1063,0,4
120,150.5438,150.5438,0,6
121,-21.5188,175.5000,0,6
122,-13.5813,172.9438,0,5
123,170.8563,170.8563,0,5
124,-19.8375,145.3063,0,5
125,161.2125,155.8813,1,5
126,-1000000.0000,176.1000,0,5
127,175.6313,148.0188,1,6
128,-22.6875,147.8688,0,6
129,162.6188,175.4000,0,5
130,-1000000.0000,175.6000,0,5
131,157.0813,152.2125,1,6
132,166.0375,166.0375,0,6
133,170.7813,170.7813,0,7
134,172.9938,172.5250,1,5
135,161.5250,176.3000,0,5
136,-1000000.0000,176.8875,0,5
137,162.4313,162.4313,0,5
138,175.1000,175.1000,0,4
139,-19.7000,164.6438,0,5
140,25.3375,174.7000,0,6
141,-19.8313,163.9063,0,4
142,174.0000,173.3125,1,5
143,163.4188,163.4188,0,5
144,-1000000.0000,173.6000,0,4
145,150.9313,168.5625,0,5
146,174.5000,174.5000,0,5
147,174.0875,174.0875,0,6
148,14.6500,175.7000,0,5
149,176.7000,173.3750,1,5
150,37.5375,175.4000,0,6
151,175.9000,175.9000,0,6
152,158.0063,176.1000,0,6
153,-1000000.0000,176.9000,0,4
154,-1000000.0000,173.8000,0,4
155,162.4563,167.2813,0,5
156,149.9000,149.9000,0,5
157,-1000000.0000,166.4688,0,5
158,147.5688,147.5688,0,4
159,176.2438,176.2438,0,5
160,33.9188,175.7313,0,5
161,177.6000,177.6000,0,4
162,-1000000.0000,163.8750,0,5
163,-18.2125,173.4250,0,5
164,175.1375,175.1375,0,6
165,-1000000.0000,175.1438,0,5
166,169.7750,171.7375,0,5
167,-23.5875,171.9813,0,5
168,-14.1813,172.3313,0,5
169,165.7188,165.7188,0,5
170,-14.7375,177.5000,0,4
171,158.0750,158.0750,0,4
172,174.1938,168.6750,1,5
173,158.8563,158.8563,0,6
174,167.6250,167.6250,0,5
175,-21.5000,155.4063,0,5
176,-18.4188,159.7188,0,4
177,170.2625,170.2625,0,5
178,170.6875,162.0813,1,6
179,173.6000,175.6750,0,6
180,160.7750,160.7750,0,7
181,-1000000.0000,157.8375,0,6
182,174.5500,176.0000,0,5
183,172.7063,174.5000,0,5
184,172.3000,170.2375,1,6
185,-18.4875,173.7625,0,5
186,35.6250,152.2938,0,6
187,174.3563,175.7000,0,6
188,167.5375,150.3000,1,6
189,171.9125,174.2938,0,7
190,169.1188,156.9813,1,5
191,175.5000,175.5000,0,5
192,175.5500,175.5500,0,5
193,145.2563,145.2563,0,5
194,-20.5625,172.6438,0,5
195,-20.7125,158.2625,0,5
196,-17.1625,143.4188,0,5
