iter,candidate_fit,best_fit,accepted,len
0,46.9735,37.3741,1,15
1,43.8265,46.9747,0,15
2,42.5519,47.3673,0,15
3,47.2121,42.0760,1,15
4,43.9342,47.0936,0,15
5,45.2173,45.2173,0,14
6,39.2020,47.2534,0,16
7,15.6004,43.3565,0,15
8,47.2241,45.2129,1,14
9,28.6709,42.8022,0,13
10,9.1330,47.2067,0,14
11,45.1928,46.4051,0,13
12,36.3813,43.5975,0,14
13,33.7329,37.2774,0,14
14,47.1739,47.1739,0,15
15,45.2448,45.2448,0,14
16,39.0014,47.1803,0,13
17,46.0338,46.0338,0,14
18,32.6549,46.3627,0,13
19,46.8140,46.7740,1,14
20,2.6739,34.6130,0,13
21,44.9756,47.1525,0,14
22,38.5507,38.5507,0,15
23,45.3615,45.3615,0,13
24,47.4854,47.4854,0,14
25,42.1642,45.1493,0,14
26,39.4647,45.3640,0,14
27,45.1378,45.1378,0,15
28,47.1306,47.1306,0,13
29,46.6982,46.6982,0,15
30,47.0401,46.5080,1,14
31,46.8929,46.8929,0,15
32,44.2316,44.2316,0,15
33,1.2866,45.0430,0,14
34,47.2696,47.2696,0,15
35,40.6856,42.5472,0,13
36,31.5272,40.9974,0,14
37,44.6988,43.3453,1,14
38,40.3597,40.7155,0,14
39,47.0207,47.0207,0,13
40,37.1497,46.4067,0,13
41,46.6769,46.6769,0,15
42,47.1087,45.3279,1,14
43,42.8942,47.1227,0,14
44,45.7673,46.8597,0,14
45,47.3663,47.3663,0,14
46,47.0304,47.3819,0,15
47,46.4800,46.9599,0,14
48,43.2546,46.2269,0,14
49,45.9059,45.9059,0,13
50,44.8965,37.7896,1,14
51,44.9276,46.5392,0,14
52,37.3416,42.7413,0,13
53,1.3264,47.1375,0,14
54,47.4445,47.4445,0,13
55,36.0971,44.2170,0,14
56,45.6331,46.9654,0,14
57,47.1965,47.1965,0,13
58,47.4575,46.8077,1,14
59,44.2128,42.9316,1,14
60,35.9124,45.9938,0,14
61,47.0531,47.0531,0,13
62,47.7818,45.8245,1,13
63,47.6246,39.4395,1,14
64,44.9617,44.9617,0,14
65,41.0949,41.0949,0,14
66,46.6833,46.6833,0,13
67,43.6884,38.6721,1,15
68,47.3047,47.3047,0,15
69,47.4901,47.4901,0,15
70,47.0756,47.0756,0,16
71,47.5365,45.9314,1,16
72,40.9904,46.8930,0,16
73,47.6836,45.2023,1,15
74,42.8912,42.8912,0,16
75,47.3540,47.3540,0,16
76,47.6646,47.6646,0,15
77,46.6579,44.6566,1,15
78,47.6565,47.6565,0,15
79,41.4966,47.3821,0,16
80,46.9610,45.8985,1,14
81,47.7407,47.7407,0,15
82,26.8788,47.2804,0,13
83,43.9347,43.9347,0,15
84,47.4093,47.2726,1,15
85,47.4695,47.4695,0,14
86,24.4917,46.3581,0,15
87,47.6914,47.6914,0,15
88,47.0627,47.0627,0,15
89,46.7655,46.7655,0,16
90,45.6322,47.2138,0,16
91,45.9731,45.9731,0,15
92,44.0971,47.3141,0,16
93,47.2880,32.3131,1,16
94,41.5116,45.4395,0,16
95,27.3745,47.4404,0,16
96,47.4592,47.4592,0,15
97,44.9880,42.7358,1,16
98,45.3408,45.3408,0,16
99,47.6707,47.6707,0,15
100,44.5508,44.5508,0,16
101,45.4263,47.5291,0,16
102,20.6367,47.0439,0,15
103,36.3688,36.3688,0,15
104,47.3534,47.3534,0,16
105,32.5071,46.4997,0,16
106,47.0503,47.0503,0,15
107,46.0985,47.6700,0,15
108,38.8532,38.8532,0,15
109,47.5852,34.8265,1,15
110,45.3775,36.7411,1,15
111,47.3152,47.1900,1,15
112,45.8404,47.6114,0,15
113,39.1259,39.1259,0,16
114,38.1613,44.4609,0,15
115,45.6246,33.1325,1,14
116,47.5077,47.5411,0,14
117,17.1280,43.6997,0,14
118,47.3642,43.4279,1,15
119,47.3833,46.0970,1,15
120,46.8797,46.8797,0,16
121,46.7190,46.7190,0,15
122,47.5133,47.5133,0,16
123,47.3798,47.5221,0,14
124,34.1877,47.4539,0,15
125,33.5266,37.2341,0,15
126,47.3448,47.3395,1,15
127,44.8278,47.5523,0,15
128,37.7798,37.7798,0,15
129,41.4619,41.4094,1,15
130,46.0162,47.4843,0,14
131,7.1435,46.5574,0,14
132,47.2829,47.2829,0,15
133,46.2276,47.1042,0,15
134,42.5666,46.7415,0,16
135,41.0793,45.3311,0,15
136,46.5686,46.4338,1,15
137,42.0664,42.0664,0,14
138,47.2007,47.4814,0,15
139,45.2272,37.8455,1,15
140,41.8439,41.8439,0,16
141,42.6822,38.5879,1,15
142,-33.0174,4.2616,0,14
143,44.9817,-0.5759,1,15
144,47.3210,47.3210,0,16
145,46.5405,46.5405,0,14
146,14.2212,14.2212,0,14
147,40.3096,40.3096,0,15
148,-10762.1500,30.4179,0,15
149,33.6980,30.6650,1,15
150,38.5575,38.5575,0,15
151,17.7969,17.7969,0,15
152,46.7294,24.7741,1,15
153,37.2817,37.2817,0,15
154,-6059.5321,-25.9869,0,15
155,-3.2405,-7.9524,1,16
156,7.9000,13.9152,0,16
157,20.4446,28.6234,0,16
158,6.9954,24.6031,0,15
159,11.8053,22.3521,0,16
160,16.9181,7.0780,1,16
161,18.0335,17.8757,1,15
162,-1000000.0000,27.7912,0,15
163,8.3234,3.4913,1,16
164,9.6534,9.6534,0,15
165,-10786.7500,11.1551,0,15
166,21.3829,13.1272,1,16
167,1.5192,1.5192,0,15
168,10.7043,10.7043,0,15
169,6.5994,27.1804,0,16
170,22.6522,22.6522,0,15
171,19.8114,19.8114,0,16
172,27.4224,32.4731,0,15
173,21.8261,-3.7498,1,16
174,37.8322,37.8322,0,16
175,8.8701,8.8701,0,15
176,12.4318,12.4318,0,15
177,17.5460,17.5460,0,15
178,12.6948,12.6948,0,15
179,-8689.5707,24.3687,0,15
180,16.5106,16.5106,0,16
181,4.2184,4.2184,0,15
182,22.5959,15.1607,1,16
183,18.4299,18.4299,0,16
184,31.9468,20.5375,1,15
185,35.7903,16.6921,1,15
186,27.4560,19.8818,1,16
187,10.7374,23.0355,0,16
188,15.7033,15.7033,0,15
189,16.2924,16.2924,0,16
190,16.6262,16.6262,0,16
191,25.4224,13.9129,1,16
192,28.5951,7.0606,1,16
193,16.2786,13.1501,1,16
194,8.8709,26.4653,0,16
195,13.5502,1.9509,1,16
196,-6.2455,37.0420,0,15
197,32.2669,30.4928,1,15
198,19.6832,19.6832,0,14
199,41.4032,41.4032,0,14
200,10.8414,10.8414,0,14
201,-8693.6623,-7.2484,0,15
202,-3.9842,-3.9842,0,14
203,24.2095,24.2095,0,16
204,-6573.2022,39.3483,0,15
205,15.3286,26.6999,0,15
206,33.4269,13.6362,1,15
207,19.6849,19.6849,0,14
208,27.1705,14.1474,1,15
209,34.8723,-2.6031,1,14
210,16.5895,30.3942,0,15
211,32.6260,17.3961,1,13
212,9.3239,24.6959,0,13
213,12.3566,12.3566,0,14
214,42.8392,14.2234,1,13
215,16.0061,16.0061,0,13
216,-18.0421,-18.0421,0,12
217,4.8242,4.8242,0,14
218,-11.4843,8.1967,0,14
219,38.0085,38.0085,0,12
220,10.6839,22.5185,0,12
221,-1000000.0000,6.8801,0,13
222,-3.1345,17.4783,0,14
223,15.3833,15.3833,0,14
224,-1.6396,28.5715,0,14
225,-1000000.0000,4.5600,0,13
226,-1000000.0000,15.5430,0,13
227,26.9815,37.6653,0,14
228,10.6650,-19.5334,1,14
229,11.3658,12.2973,0,15
230,20.0968,13.4929,1,14
231,8.3722,8.3722,0,13
232,14.0633,14.0633,0,15
233,-4.4430,-4.4430,0,15
234,14.9746,14.9746,0,14
235,9.0079,4.6795,1,15
236,16.0158,30.7191,0,16
237,22.6898,38.8289,0,15
238,37.0484,37.9410,0,15
239,-8712.5782,40.0698,0,16
240,28.0613,28.0613,0,15
241,17.3183,17.3183,0,16
242,47.5513,-16.1149,1,15
243,-0.2562,16.9707,0,14
244,-6.2653,-6.2653,0,15
245,22.4966,10.6623,1,15
246,-2105.0438,41.5084,0,16
247,-1000000.0000,19.6831,0,15
248,19.5906,19.5906,0,14
249,-10756.9500,29.8946,0,15
250,-1000000.0000,14.1161,0,15
251,36.5466,36.5466,0,14
252,-4501.2077,10.1567,0,15
253,-24.7128,-24.7128,0,16
254,-2107.6448,-2107.6448,0,16
255,-8647.6771,11.1836,0,15
256,34.1612,46.4246,0,15
257,2.1793,2.1793,0,15
258,29.9861,29.9861,0,16
259,38.8409,38.8409,0,14
260,-8759.0234,39.6452,0,15
261,18.0265,18.0265,0,16
262,35.1299,35.1299,0,16
263,6.2354,6.2354,0,14
264,-81.7344,-81.7344,0,16
265,25.8172,-38.1093,1,15
266,14.7228,24.8155,0,14
267,17.9773,38.9305,0,15
268,34.2252,34.2252,0,16
269,22.1283,22.1283,0,16
270,-6609.3619,34.7360,0,15
271,37.1407,37.1407,0,14
272,-1000000.0000,37.4367,0,15
273,27.6982,27.6982,0,15
274,34.1022,34.1022,0,15
275,47.4070,22.2304,1,15
276,40.1797,40.1797,0,16
277,47.2067,19.0850,1,15
278,47.2168,47.2168,0,14
279,16.3010,16.3010,0,15
280,10.0416,19.5476,0,15
281,27.5418,27.5418,0,16
282,-1000000.0000,-2119.1244,0,14
283,47.3223,47.3223,0,15
284,-4.7322,20.5146,0,16
285,16.0781,43.6765,0,15
286,0.9051,0.9051,0,15
287,-0.6305,22.4966,0,16
288,33.0936,31.1300,1,15
289,32.0436,32.0436,0,15
290,27.0926,27.0926,0,15
