idx,op_id,op_name,dst,src1,src2,used_len
0,0,INIT_CUR,0,0,0,6
1,4,EVAL_CUR,0,0,0,6
2,5,ACCEPT_IF_BETTER,0,0,0,6
3,1,MUTATE_CUR,1,1,1,6
4,5,ACCEPT_IF_BETTER,1,1,3,6
5,12,NOP,2,0,0,6
