idx,op_id,op_name,dst,src1,src2
0,0,INIT_META_CUR,0,0,0
1,4,EVAL_META_CUR,0,0,0
2,5,ACCEPT_META_IF_BETTER,0,0,0
3,1,MUTATE_META_CUR,0,3,2
4,2,MUTATE_META_BEST_TO_CUR,0,1,3
5,0,INIT_META_CUR,0,0,1
6,6,ACCEPT_META_SA,2,0,2
7,1,MUTATE_META_CUR,3,0,1
8,8,RAND_REG,0,2,1
9,13,NOP,0,3,1
10,8,RAND_REG,1,3,2
11,8,RAND_REG,2,3,2
12,6,ACCEPT_META_SA,1,3,3
13,7,RESET_META_CUR_TO_BEST,1,0,3
