idx,op_id,op_name,dst,src1,src2,used_len
0,11,TEMP_DECAY,2,1,3,10
1,11,TEMP_DECAY,0,1,0,10
2,1,MUTATE_CUR,3,1,3,10
3,4,EVAL_CUR,1,1,2,10
4,6,ACCEPT_SA,1,1,3,10
5,8,RAND_REG,3,0,0,10
6,2,MUTATE_BEST_TO_CUR,1,0,3,10
7,5,ACCEPT_IF_BETTER,3,3,3,10
8,7,RESET_CUR_TO_BEST,0,1,3,10
9,4,EVAL_CUR,2,3,1,10
