idx,op_id,op_name,dst,src1,src2
0,8,RAND_REG,0,1,3
1,7,RESET_META_CUR_TO_BEST,0,2,0
2,0,INIT_META_CUR,0,2,3
3,9,REG_XOR,2,1,1
4,4,EVAL_META_CUR,3,3,0
5,12,CALL_META,0,3,0
6,6,ACCEPT_META_SA,0,1,2
7,12,CALL_META,2,0,1
8,4,EVAL_META_CUR,3,1,2
9,5,ACCEPT_META_IF_BETTER,3,1,1
10,5,ACCEPT_META_IF_BETTER,1,2,1
