iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,47.461143,46.858301,46.858301,46.858301
1,false,false,47.591064,19.651733,46.858301,46.858301
2,false,false,47.508179,39.474192,46.858301,46.858301
3,false,false,47.420288,21.122476,46.858301,46.858301
4,false,false,47.461143,46.858301,46.858301,46.858301
5,false,false,47.461143,46.858301,46.858301,46.858301
6,false,false,47.420288,21.122476,46.858301,46.858301
7,false,false,46.980591,39.575112,46.858301,46.858301
8,false,false,47.602588,31.810420,46.858301,46.858301
9,false,false,47.461143,46.858301,46.858301,46.858301
10,false,false,47.498223,39.575112,46.858301,46.858301
11,false,false,47.461143,46.858301,46.858301,46.858301
12,false,false,47.461143,46.858301,46.858301,46.858301
13,false,false,47.461143,46.858301,46.858301,46.858301
14,false,false,47.330078,39.156509,46.858301,46.858301
15,false,false,46.423096,38.285996,46.858301,46.858301
16,false,false,47.461143,46.858301,46.858301,46.858301
17,false,false,47.420288,21.122476,46.858301,46.858301
18,false,false,47.508179,39.474192,46.858301,46.858301
19,false,false,46.980591,39.575112,46.858301,46.858301
20,false,false,47.461143,46.858301,46.858301,46.858301
21,false,false,47.594727,39.474192,46.858301,46.858301
22,false,false,47.397827,34.130564,46.858301,46.858301
23,false,false,47.461143,46.858301,46.858301,46.858301
24,false,false,47.472432,42.873938,46.858301,46.858301
25,false,false,47.332520,39.474192,46.858301,46.858301
26,false,false,47.461143,46.858301,46.858301,46.858301
27,false,false,47.461143,46.858301,46.858301,46.858301
