idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,1,ADD,6,0,3,0xDABED51E9632F61B,8
1,4,SHL_XOR,3,6,2,0xD8BCD5090775F653,8
2,4,SHL_XOR,3,3,4,0xBE362534928293B1,8
3,5,SHR_XOR,3,3,2,0x193B7852B9997D32,8
4,4,SHL_XOR,1,3,6,0x05C5856674660470,8
5,5,SHR_XOR,5,1,4,0xE58455FED9CD5045,8
6,4,SHL_XOR,7,5,4,0x6E55C93A212758BC,8
7,5,SHR_XOR,7,7,6,0xDC4189C842EC9D38,8
