idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,4,SHL_XOR,0,0,5,0x9EC9BD8BA0A712CE,6
1,4,SHL_XOR,3,0,1,0x44C0DE09D5ADA193,6
2,5,SHR_XOR,6,3,6,0x873BBE838FB46BDF,6
3,5,SHR_XOR,7,6,3,0x7266F5BEFD15DE9E,6
4,5,SHR_XOR,0,7,6,0xC5DED674B2D75C7F,6
5,4,SHL_XOR,7,0,7,0xAE09B7AA883FD5B5,6
