outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,no_carry,0x693F5F52C94B75D5,100000,24,49620,31.984375,31.968750,4096,252.750000,44.687500,31.984375,31.968750,4096,252.750000,44.687500,10,0xAEA695630D71721F,21370,100002,29080
1,no_carry,0x693F5F52C94B75D5,100000,24,69139,32.093750,32.027344,4096,234.500000,44.925781,32.093750,32.027344,4096,234.500000,44.925781,8,0xB218F4725AE9BEC1,42397,200003,55047
2,no_carry,0x693F5F52C94B75D5,100000,24,35206,31.984375,32.101563,4096,240.375000,45.835938,31.984375,32.101563,4096,240.375000,45.835938,7,0x6267CE0FA8C811B9,64652,300004,79691
3,no_carry,0x693F5F52C94B75D5,100000,24,40599,32.031250,32.042969,4096,264.750000,45.375156,31.984375,32.101563,4096,240.375000,45.835938,7,0x6267CE0FA8C811B9,87042,400005,104973
4,no_carry,0x693F5F52C94B75D5,100000,24,0,31.984375,32.101563,4096,240.375000,45.335938,31.984375,32.101563,4096,240.375000,45.835938,7,0x6267CE0FA8C811B9,107510,500006,133243
5,no_carry,0x693F5F52C94B75D5,100000,24,1,31.984375,32.101563,4096,240.375000,45.835938,31.984375,32.101563,4096,240.375000,45.835938,7,0x6267CE0FA8C811B9,128677,600007,160454
6,no_carry,0x693F5F52C94B75D5,100000,24,60300,32.007324,31.957031,4096,231.750000,45.211914,31.984375,32.101563,4096,240.375000,45.835938,7,0x6267CE0FA8C811B9,150716,700008,187752
7,no_carry,0x693F5F52C94B75D5,100000,24,26720,32.015625,32.070313,4096,278.625000,44.755938,31.984375,32.101563,4096,240.375000,45.835938,7,0x6267CE0FA8C811B9,172121,800009,215716
8,no_carry,0x693F5F52C94B75D5,100000,24,71590,31.984375,31.988281,4096,265.625000,45.178906,31.984375,32.101563,4096,240.375000,45.835938,7,0x6267CE0FA8C811B9,193904,900010,243406
9,no_carry,0x693F5F52C94B75D5,100000,24,43465,31.984375,32.097656,4096,263.000000,46.275469,31.984375,32.097656,4096,263.000000,46.275469,6,0xD5B3E3C6C6C44A04,215809,1000011,265655
