outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,unrestricted,0x9792CFF87328108F,100000,12,16994,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x8FF5EC70CB64C39,47914,100002,12344
1,unrestricted,0x9792CFF87328108F,100000,12,14431,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x8FF5EC70CB64C39,97878,200003,24545
2,unrestricted,0x9792CFF87328108F,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x8FF5EC70CB64C39,137211,300004,36943
3,unrestricted,0x9792CFF87328108F,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x8FF5EC70CB64C39,188360,400005,48908
4,unrestricted,0x9792CFF87328108F,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x8FF5EC70CB64C39,240153,500006,61403
5,unrestricted,0x9792CFF87328108F,100000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x8FF5EC70CB64C39,297031,600007,73434
6,unrestricted,0x9792CFF87328108F,100000,12,46842,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x8FF5EC70CB64C39,345603,700008,85626
7,unrestricted,0x9792CFF87328108F,100000,12,15800,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x8FF5EC70CB64C39,394411,800009,98003
8,unrestricted,0x9792CFF87328108F,100000,12,51701,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x8FF5EC70CB64C39,444825,900010,110143
9,unrestricted,0x9792CFF87328108F,100000,12,74151,32.000488,32.000000,4096,240.625000,47.995117,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,492933,1000011,122562
10,unrestricted,0x9792CFF87328108F,100000,12,0,32.000488,32.000000,4096,240.625000,47.995117,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,541625,1100012,134689
11,unrestricted,0x9792CFF87328108F,100000,12,54862,31.999268,32.000000,4096,249.125000,47.992676,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,593008,1200013,146905
12,unrestricted,0x9792CFF87328108F,100000,12,38365,31.999268,32.000000,4096,249.125000,47.992676,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,647401,1300014,159203
13,unrestricted,0x9792CFF87328108F,100000,12,33,32.000488,32.000000,4096,240.625000,47.995117,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,703625,1400015,171273
14,unrestricted,0x9792CFF87328108F,100000,12,0,32.000488,32.000000,4096,240.625000,47.995117,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,750969,1500016,183687
15,unrestricted,0x9792CFF87328108F,100000,12,36649,31.999268,32.000000,4096,249.125000,47.992676,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,805256,1600017,195987
16,unrestricted,0x9792CFF87328108F,100000,12,0,32.000488,32.000000,4096,240.625000,47.995117,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,859910,1700018,208028
17,unrestricted,0x9792CFF87328108F,100000,12,0,32.000488,32.000000,4096,240.625000,47.995117,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,911542,1800019,220260
18,unrestricted,0x9792CFF87328108F,100000,12,69662,32.001465,32.003906,4096,246.625000,47.965820,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,956662,1900020,232308
19,unrestricted,0x9792CFF87328108F,100000,12,0,32.000488,32.000000,4096,240.625000,47.995117,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,1008525,2000021,244737
20,unrestricted,0x9792CFF87328108F,100000,12,0,32.000488,32.000000,4096,240.625000,47.995117,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,1057783,2100022,257329
21,unrestricted,0x9792CFF87328108F,100000,12,51906,31.999268,32.000000,4096,249.125000,47.992676,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,1111895,2200023,269557
22,unrestricted,0x9792CFF87328108F,100000,12,52116,31.999268,32.000000,4096,249.125000,47.992676,32.000488,32.000000,4096,240.625000,47.995117,4,0x6A308043154F6617,1156879,2300024,281961
