outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,unrestricted,0x635CDEB229BC94CD,10000,12,4232,32.004150,32.007813,4096,253.000000,47.919434,32.004150,32.007813,4096,253.000000,47.919434,4,0xBA021E4285930386,3727,10002,1265
1,unrestricted,0x635CDEB229BC94CD,10000,12,6384,32.011475,31.996094,4096,239.000000,47.865723,32.004150,32.007813,4096,253.000000,47.919434,4,0xBA021E4285930386,7674,20003,2490
2,unrestricted,0x635CDEB229BC94CD,10000,12,8834,31.995117,31.996094,4096,240.625000,47.931641,31.995117,31.996094,4096,240.625000,47.931641,4,0x21F63E97AF11813B,13152,30004,3683
3,unrestricted,0x635CDEB229BC94CD,10000,12,3337,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,19396,40005,4929
4,unrestricted,0x635CDEB229BC94CD,10000,12,9387,32.005127,32.003906,4096,245.000000,47.929199,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,23979,50006,6251
5,unrestricted,0x635CDEB229BC94CD,10000,12,6972,31.979004,31.988281,4096,211.375000,47.731445,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,27707,60007,7565
6,unrestricted,0x635CDEB229BC94CD,10000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,33689,70008,8865
7,unrestricted,0x635CDEB229BC94CD,10000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,38468,80009,10192
8,unrestricted,0x635CDEB229BC94CD,10000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,44152,90010,11410
9,unrestricted,0x635CDEB229BC94CD,10000,12,8116,31.987549,32.003906,4096,257.875000,47.827207,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,49748,100011,12714
10,unrestricted,0x635CDEB229BC94CD,10000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,54524,110012,13936
11,unrestricted,0x635CDEB229BC94CD,10000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,59789,120013,15196
12,unrestricted,0x635CDEB229BC94CD,10000,12,4456,31.988281,31.968750,4096,255.250000,47.724063,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,65749,130014,16458
13,unrestricted,0x635CDEB229BC94CD,10000,12,4942,31.999512,31.976563,4096,243.750000,47.877930,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,69811,140015,17738
14,unrestricted,0x635CDEB229BC94CD,10000,12,0,31.999268,32.000000,4096,249.125000,47.992676,31.999268,32.000000,4096,249.125000,47.992676,4,0x6D8EDC8B9ED8824E,75884,150016,18925
15,unrestricted,0x635CDEB229BC94CD,10000,12,7698,31.999756,32.000000,4096,245.875000,47.997559,31.999756,32.000000,4096,245.875000,47.997559,4,0x5B7D4693302AB4D7,79592,160017,20173
16,unrestricted,0x635CDEB229BC94CD,10000,12,9736,31.996582,31.976563,4096,240.125000,47.848633,31.999756,32.000000,4096,245.875000,47.997559,4,0x5B7D4693302AB4D7,84445,170018,21446
17,unrestricted,0x635CDEB229BC94CD,10000,12,2833,32.010498,32.019531,4096,240.625000,47.797363,31.999756,32.000000,4096,245.875000,47.997559,4,0x5B7D4693302AB4D7,90241,180019,22695
18,unrestricted,0x635CDEB229BC94CD,10000,12,3004,31.999268,32.000000,4096,249.125000,47.992676,31.999756,32.000000,4096,245.875000,47.997559,4,0x5B7D4693302AB4D7,94688,190020,23884
19,unrestricted,0x635CDEB229BC94CD,10000,12,6155,31.998535,32.035156,4096,251.250000,47.809570,31.999756,32.000000,4096,245.875000,47.997559,4,0x5B7D4693302AB4D7,100150,200021,25076
20,unrestricted,0x635CDEB229BC94CD,10000,12,0,31.999756,32.000000,4096,245.875000,47.997559,31.999756,32.000000,4096,245.875000,47.997559,4,0x5B7D4693302AB4D7,104753,210022,26269
21,unrestricted,0x635CDEB229BC94CD,10000,12,0,31.999756,32.000000,4096,245.875000,47.997559,31.999756,32.000000,4096,245.875000,47.997559,4,0x5B7D4693302AB4D7,109931,220023,27506
22,unrestricted,0x635CDEB229BC94CD,10000,12,0,31.999756,32.000000,4096,245.875000,47.997559,31.999756,32.000000,4096,245.875000,47.997559,4,0x5B7D4693302AB4D7,114361,230024,28752
23,unrestricted,0x635CDEB229BC94CD,10000,12,0,31.999756,32.000000,4096,245.875000,47.997559,31.999756,32.000000,4096,245.875000,47.997559,4,0x5B7D4693302AB4D7,118912,240025,30130
24,unrestricted,0x635CDEB229BC94CD,10000,12,9583,32.001221,31.972656,4096,258.625000,47.814824,31.999756,32.000000,4096,245.875000,47.997559,4,0x5B7D4693302AB4D7,124649,250026,31394
