outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,no_carry,0x8BB8ED400ED493A4,10000,24,8612,32.000000,32.046875,4096,245.125000,43.265625,32.000000,32.046875,4096,245.125000,43.265625,13,0xE39D6DCB50B585F2,1999,10002,3307
1,no_carry,0x8BB8ED400ED493A4,10000,24,4707,32.062500,32.121094,4096,266.875000,44.650781,32.062500,32.121094,4096,266.875000,44.650781,8,0x658BCCE6B5326C48,4086,20003,6203
2,no_carry,0x8BB8ED400ED493A4,10000,24,6826,31.953125,31.992188,4096,302.625000,43.015938,32.062500,32.121094,4096,266.875000,44.650781,8,0x658BCCE6B5326C48,6212,30004,9687
3,no_carry,0x8BB8ED400ED493A4,10000,24,5874,31.953125,32.070313,4096,232.875000,44.179688,32.062500,32.121094,4096,266.875000,44.650781,8,0x658BCCE6B5326C48,8351,40005,12735
4,no_carry,0x8BB8ED400ED493A4,10000,24,4389,32.062500,32.011719,4096,220.750000,44.816406,32.062500,32.011719,4096,220.750000,44.816406,9,0xE30204AB8EEA5AB2,10354,50006,15330
5,no_carry,0x8BB8ED400ED493A4,10000,24,6261,32.031250,31.953125,4096,268.125000,44.321875,32.062500,32.011719,4096,220.750000,44.816406,9,0xE30204AB8EEA5AB2,12690,60007,18242
6,no_carry,0x8BB8ED400ED493A4,10000,24,3104,32.031250,32.027344,4096,246.750000,44.050781,32.062500,32.011719,4096,220.750000,44.816406,9,0xE30204AB8EEA5AB2,14561,70008,21389
7,no_carry,0x8BB8ED400ED493A4,10000,24,5030,32.031250,32.250000,4096,265.750000,43.830000,32.062500,32.011719,4096,220.750000,44.816406,9,0xE30204AB8EEA5AB2,16709,80009,24193
8,no_carry,0x8BB8ED400ED493A4,10000,24,7519,32.031250,31.937500,4096,287.125000,45.053750,32.031250,31.937500,4096,287.125000,45.053750,8,0x5FEF25D16C0DA983,19010,90010,26769
9,no_carry,0x8BB8ED400ED493A4,10000,24,9643,32.015625,32.039063,4096,237.625000,42.648438,32.031250,31.937500,4096,287.125000,45.053750,8,0x5FEF25D16C0DA983,21076,100011,30238
10,no_carry,0x8BB8ED400ED493A4,10000,24,4719,31.890625,32.046875,4096,255.500000,44.666875,32.031250,31.937500,4096,287.125000,45.053750,8,0x5FEF25D16C0DA983,23509,110012,32864
11,no_carry,0x8BB8ED400ED493A4,10000,24,6015,32.000000,31.816406,4096,245.500000,44.582031,32.031250,31.937500,4096,287.125000,45.053750,8,0x5FEF25D16C0DA983,25799,120013,35800
12,no_carry,0x8BB8ED400ED493A4,10000,24,9735,31.968750,32.007813,4096,242.500000,44.148438,32.031250,31.937500,4096,287.125000,45.053750,8,0x5FEF25D16C0DA983,28084,130014,38916
13,no_carry,0x8BB8ED400ED493A4,10000,24,5957,31.921875,32.015625,4096,219.500000,43.140625,32.031250,31.937500,4096,287.125000,45.053750,8,0x5FEF25D16C0DA983,30156,140015,42386
14,no_carry,0x8BB8ED400ED493A4,10000,24,8006,32.062500,31.835938,4096,260.750000,44.497188,32.031250,31.937500,4096,287.125000,45.053750,8,0x5FEF25D16C0DA983,32490,150016,45052
15,no_carry,0x8BB8ED400ED493A4,10000,24,5105,32.000000,31.757813,4096,260.500000,43.234063,32.031250,31.937500,4096,287.125000,45.053750,8,0x5FEF25D16C0DA983,34229,160017,48333
16,no_carry,0x8BB8ED400ED493A4,10000,24,7083,32.093750,31.960938,4096,272.000000,44.697188,32.031250,31.937500,4096,287.125000,45.053750,8,0x5FEF25D16C0DA983,36670,170018,51141
17,no_carry,0x8BB8ED400ED493A4,10000,24,5325,31.906250,32.031250,4096,229.250000,45.406250,31.906250,32.031250,4096,229.250000,45.406250,7,0xE6F2A2F6E04A0127,38872,180019,53563
