generation,best_composite,best_avalanche,best_balance,best_period,best_chisq,best_min_pb,best_max_pb,best_used,mean_composite
305,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.856465
306,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.714175
307,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.678618
308,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.678101
309,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.881143
310,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.366143
311,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.352783
312,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.695615
313,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.422983
314,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.846694
315,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.518809
316,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.930581
317,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.273589
318,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.737769
319,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.737949
320,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.843096
321,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.773066
322,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.798994
323,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.916519
324,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.657979
325,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.562144
326,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.448608
327,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.587158
328,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.966094
329,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.567036
330,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.390625
331,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.768569
332,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.857217
333,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.443252
334,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.668501
335,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.500498
336,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.563989
337,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.150273
338,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.730015
339,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.544351
340,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.439487
341,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.675903
342,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.512695
343,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.703169
344,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.557046
345,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.615864
346,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.935195
347,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.778809
348,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.705601
349,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.127124
350,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.737314
351,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.788765
352,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.546167
353,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.852422
354,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.891201
355,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.866123
356,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.319824
357,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.461426
358,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.993179
359,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.697715
360,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.819873
361,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.682407
362,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.727344
363,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.361875
364,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.792510
365,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.081064
366,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.395508
367,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.419312
368,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.961001
369,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.623779
370,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.764214
371,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.564785
372,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.591494
373,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.458374
374,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.028604
375,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.584448
376,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.240068
377,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.609268
378,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.725771
379,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.689844
380,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.692046
381,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.858662
382,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.707168
383,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.047397
384,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.566406
385,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.884580
386,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.424229
387,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.432764
388,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.056045
389,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.625635
390,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.925947
391,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.834321
392,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.977881
393,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.331948
394,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.197520
395,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.588442
396,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.852603
397,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.631104
398,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.863008
399,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.643452
400,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.915898
401,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.513306
402,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.457764
403,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.214043
404,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.996094
405,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.824746
406,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.702671
407,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.022847
408,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.770308
409,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.808184
410,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.421143
411,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.359497
412,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.892139
413,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.517612
414,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.744453
415,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.610376
416,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.100171
417,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.523071
418,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.581699
419,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.685449
420,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.540771
421,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.883223
422,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.686172
423,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.961709
424,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.503076
425,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.973970
426,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.472412
427,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.548706
428,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.794092
429,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.623169
430,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.600112
431,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.497437
432,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.891187
433,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.759468
434,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.236982
435,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.391685
436,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.431519
437,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.512852
438,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.760122
439,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.499404
440,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.593945
441,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.686582
442,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.070718
443,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.745645
444,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.156021
445,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.667085
446,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.349731
447,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.656621
448,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.954023
449,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.576543
450,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.520630
451,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.593169
452,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.845942
453,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.573726
454,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.148384
455,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.712915
456,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.065986
457,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.936592
458,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.644575
459,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.363770
460,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.854019
461,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.143433
462,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.605737
463,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.318604
464,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.935127
465,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.823364
466,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.638511
467,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.477295
468,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.587778
469,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.811201
470,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.511563
471,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.928481
472,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.995527
473,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.548140
474,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.693857
475,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.319824
476,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.272729
477,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.832964
478,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.991494
479,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.736094
480,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.704956
481,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.007930
482,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.474302
483,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.806792
484,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.180454
485,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.626357
486,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.812056
487,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.522231
488,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.840024
489,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.770410
490,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.656128
491,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.424204
492,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.112256
493,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.909458
494,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.933911
495,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.723872
496,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.079688
497,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.633594
498,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.839629
499,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.943833
500,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.393911
501,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.104185
502,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.670942
503,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.998901
504,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.862095
505,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.569614
506,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.550537
507,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.781602
508,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.151699
509,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.441689
510,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.774810
511,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.912993
512,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.630020
513,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.840005
514,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.831445
515,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.526123
516,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.675938
517,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.616089
518,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.758120
519,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.939102
520,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.517715
521,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.233154
522,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.858179
523,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.826797
524,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.496826
525,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.287476
526,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.385112
527,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.741611
528,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.039321
529,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.070693
530,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.579741
531,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.938745
532,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.593872
533,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.691289
534,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.981489
535,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.794585
536,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.493164
537,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.392637
538,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.853960
539,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.749512
540,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.261733
541,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.952520
542,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.535933
543,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.683384
544,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.674063
545,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.982100
546,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.546265
547,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.755737
548,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.649414
549,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.301514
550,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.246592
551,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.025288
552,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.659199
553,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.655654
554,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.073438
555,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.828384
556,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.835605
557,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.917397
558,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.008906
559,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.899058
560,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.745859
561,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.521909
562,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.760659
563,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.722134
564,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.722734
565,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.956938
566,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.994512
567,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.229814
568,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.068315
569,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.979263
570,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.842842
571,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.754404
572,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.744536
573,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.522788
574,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.751343
575,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.704346
576,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.858809
577,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.671387
578,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.833037
579,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.488901
580,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.342407
581,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.518335
582,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.708145
583,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.947290
584,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.003179
585,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.680776
586,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.576152
587,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.752559
588,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.676504
589,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.783452
590,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.987075
591,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.495605
592,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.426636
593,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.818398
594,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.207070
595,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.571289
596,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.777114
597,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.616455
598,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.514565
599,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.874023
600,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.723047
601,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.720825
602,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.571289
603,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.574951
604,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.429287
605,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.111655
606,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.422974
607,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.659790
608,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.925674
609,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.047510
610,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.551831
611,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.689160
612,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.095967
613,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.717197
614,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.581631
615,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.277710
616,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.768022
617,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.426655
618,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.745850
619,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.347524
620,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.568848
