generation,best_composite,best_avalanche,best_balance,best_period,best_chisq,best_min_pb,best_max_pb,best_used,mean_composite
621,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.904976
622,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.389414
623,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.557998
624,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.247017
625,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.484736
626,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.662842
627,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.703296
628,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.908994
629,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.667954
630,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.964258
631,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.578013
632,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.189209
633,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.579233
634,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.657876
635,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.683657
636,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.463945
637,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.863174
638,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.768569
639,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.319214
640,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.867930
641,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.474243
642,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.676904
643,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.337993
644,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.706787
645,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.123247
646,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.084229
647,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.676440
648,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.667759
649,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.923535
650,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.822280
651,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.330820
652,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.861953
653,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.388794
654,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.434570
655,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.078433
656,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.324106
657,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.758535
658,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.800317
659,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.793965
660,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.015625
661,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.881548
662,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.184526
663,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.548970
664,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.768813
665,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.825020
666,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.479160
667,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.904512
668,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.950259
669,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.571523
670,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.728159
671,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.769434
672,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.002202
673,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.850454
674,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.779355
675,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.597534
676,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.670347
677,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.517139
678,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.779653
679,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.896030
680,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.585938
681,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.497446
682,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.211792
683,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.312500
684,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.809844
685,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.821904
686,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.011416
687,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.826074
688,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.573257
689,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.917612
690,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.443057
691,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.815532
692,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.802710
693,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.366821
694,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.992056
695,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.802520
696,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.571943
697,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.576919
698,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.012915
699,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.976934
700,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.499795
701,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.068486
702,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.921406
703,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.621978
704,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.486919
705,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.332651
706,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.576929
707,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.706821
708,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.784785
709,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.198315
710,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.966372
711,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.513882
712,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.396250
713,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.566406
714,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.586421
715,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.465225
716,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.021626
717,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.475464
718,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.407778
719,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.856094
720,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.713271
721,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.650542
722,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.745913
723,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.122500
724,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.549316
725,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.102466
726,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.934482
727,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.471226
728,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.565796
729,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.568247
730,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.668242
731,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.745239
732,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.896733
733,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.491343
734,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.513213
735,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.992632
736,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.593403
737,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.559746
738,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.413955
739,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.485840
740,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.900640
741,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.087070
742,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.911626
743,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.480967
744,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.531162
745,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.961465
746,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.887622
747,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.069990
748,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.004399
749,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.615854
750,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.533071
751,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.845991
752,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.689697
753,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.350952
754,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.748926
755,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.045303
756,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.022612
757,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.662373
758,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.001147
759,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.381470
760,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.897251
761,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.366978
762,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.710635
763,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.492437
764,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.487764
765,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.335083
766,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.644004
767,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.602417
768,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.591431
769,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.806992
770,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.512456
771,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.824766
772,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.784063
773,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.182998
774,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.279097
775,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.639048
776,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.423584
777,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.704956
778,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.808716
779,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.640269
780,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.178896
781,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.956733
782,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.867578
783,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.869277
784,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.417480
785,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.104082
786,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.582896
787,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.635376
788,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.701665
789,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.774683
790,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.911426
791,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.039360
792,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.276499
793,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.675962
794,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.659453
795,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.488950
796,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.356445
797,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.617739
798,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.978057
799,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.030308
800,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.097817
801,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.052725
802,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.820557
803,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.733179
804,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.593398
805,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.865029
806,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.295200
807,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.053486
808,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.749814
809,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.768804
810,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.969302
811,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.844727
812,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.758804
813,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.822314
814,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.082324
815,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.652114
816,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.629282
817,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.711694
818,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.499341
819,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.258179
820,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.887461
821,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.202046
822,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.743643
823,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.760645
824,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.913286
825,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.871753
826,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.421143
827,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.440063
828,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.962930
829,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.730107
830,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.742642
831,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.958721
832,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.752344
833,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.089727
834,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.943813
835,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.242310
836,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.079517
837,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.752363
838,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.701440
839,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.556030
840,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.868945
841,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.885103
842,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.769053
843,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.790542
844,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.912554
845,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.512466
846,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.577627
847,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.183315
848,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.420532
849,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.816675
850,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.459604
851,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.937671
852,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.465659
853,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.890791
854,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.596787
855,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.967915
856,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.511621
857,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.708076
858,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.785703
859,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.658604
860,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.454048
861,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.724277
862,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.775957
863,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.338569
864,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.775757
865,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.783081
866,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.939341
867,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.650068
868,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.915698
869,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.441919
870,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.995757
871,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.171787
872,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.130508
873,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.028110
874,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.602427
875,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.069609
876,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.364990
877,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.615747
878,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.300303
879,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.486016
880,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.190088
881,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.617456
882,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.422754
883,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.204932
884,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.711694
885,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.554199
886,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.274331
887,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.562134
888,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.648647
889,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.903872
890,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.411895
891,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.601943
892,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.017861
893,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.529175
894,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.161533
895,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.568984
896,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.019858
897,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.418774
898,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.724858
899,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.813052
900,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.824648
901,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.608667
902,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.028901
903,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.556265
904,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.567026
905,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.713091
906,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.372314
907,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.465835
908,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.535923
909,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.779214
910,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.868564
911,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.893589
912,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.629521
913,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.582285
914,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.776128
915,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.387495
916,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.032852
917,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.769883
918,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.417754
919,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.288252
920,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.275068
921,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.636060
922,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.793364
923,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.627441
924,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.616230
925,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.921069
926,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.342407
927,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.889790
928,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.770874
929,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.635547
930,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.651309
931,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.861274
932,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.292744
933,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.695845
934,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.630664
935,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.752080
936,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.776978
