iter,candidate_fit,best_fit,accepted,len
0,0.0000,0.0000,0,9
1,0.0000,0.0000,0,10
2,0.0000,0.0000,0,9
3,0.0000,0.0000,0,9
4,-8650.3269,0.0000,0,9
5,0.0000,0.0000,0,9
6,0.0000,0.0000,0,9
7,0.0000,0.0000,0,10
8,-4494.2146,0.0000,0,9
9,0.0000,0.0000,0,9
10,0.0000,0.0000,0,9
11,0.0000,0.0000,0,9
12,0.0000,0.0000,0,9
13,0.0000,0.0000,0,8
14,44.6489,0.0000,1,9
15,44.4592,44.4592,0,9
16,39.1762,9.6974,1,10
17,-2118.6849,38.6221,0,11
18,24.9649,36.0894,0,10
19,40.5221,40.5221,0,9
20,-7.7364,-7.7364,0,10
21,8.8893,8.7952,0,11
22,-10825.9500,13.3665,0,10
23,-10.1941,24.8391,0,10
24,35.7752,9.5026,1,10
25,-2130.4616,-2130.4616,0,11
26,19.2228,19.2228,0,11
27,-4.2055,-4.2055,0,10
28,26.7626,40.1667,0,11
29,11.0707,33.9328,0,10
30,45.9967,45.1237,1,10
31,43.4771,-2105.1005,0,10
32,0.0000,40.0159,0,10
33,28.6790,28.6790,0,10
34,-24.3672,-24.3672,0,11
35,-2118.3847,-2118.3847,0,10
36,18.0178,5.2185,0,10
37,10.2958,38.0446,0,10
38,21.8439,21.8439,0,9
39,29.4421,29.4421,0,10
40,1.3389,1.3389,0,10
41,11.7200,-2110.0410,0,10
42,16.7588,9.3807,0,10
43,32.5180,32.5180,0,10
44,42.9439,42.9439,0,10
45,36.9100,45.4501,0,10
46,39.4119,39.4119,0,10
47,43.1514,-2122.6530,0,10
48,20.6081,44.5874,0,10
49,35.3800,35.3800,0,10
50,39.8190,37.6568,1,10
51,32.3166,32.3166,0,10
52,0.0000,42.1011,0,10
53,45.4592,45.4592,0,11
54,3.8946,20.6349,0,10
55,5.3728,34.3429,0,9
56,-19.4164,-2157.9786,0,10
57,17.7262,17.7262,0,10
58,28.4203,-2107.9944,0,10
59,36.1595,36.1595,0,11
60,-37.0339,42.7731,0,10
61,0.0000,-2118.5081,0,10
62,32.4616,32.4616,0,10
63,31.5350,44.0078,0,10
64,35.0845,35.8545,0,10
65,35.6929,-2105.9493,0,10
66,45.4777,45.4777,0,9
67,36.0787,35.9294,0,9
68,0.0000,40.3717,0,10
69,5.5981,33.6365,0,10
70,37.5666,-15.7073,0,10
71,33.2471,30.5978,0,10
72,34.8458,15.8998,0,10
73,43.1794,9.5344,0,9
74,0.0000,33.7632,0,9
75,26.6768,16.2758,0,10
76,43.7248,9.6832,0,10
77,33.0082,33.0082,0,11
78,-9.7537,-9.7537,0,11
79,19.5346,15.1954,0,10
80,9.2401,9.9739,0,10
81,25.3325,25.3325,0,9
82,31.4592,16.7239,0,10
83,-34.7694,39.8388,0,10
84,27.9279,36.9312,0,10
85,38.2281,38.2281,0,10
86,44.9852,44.9852,0,10
87,36.9166,36.9166,0,10
88,41.0309,41.0309,0,11
89,-22.2333,-22.2333,0,11
90,38.1618,38.1618,0,9
91,-8.3038,-8.3038,0,9
92,46.9593,38.2151,0,11
93,39.4965,35.6797,0,11
94,46.1768,-4.4042,0,9
95,29.8460,45.3488,0,10
96,0.0000,31.4885,0,10
97,33.8502,33.8502,0,10
98,30.2844,29.0323,0,10
99,43.9249,40.6643,0,10
100,26.6710,37.5492,0,10
101,-8719.0220,42.9136,0,11
102,47.6762,31.3629,0,10
103,44.7859,44.7859,0,11
104,0.0000,-1.2936,0,10
105,33.3688,31.2304,0,9
106,46.5307,46.5307,0,9
107,41.6664,41.6664,0,9
108,26.6545,26.6545,0,10
109,0.0000,25.3321,0,10
110,46.7228,45.8033,0,10
111,-2137.1077,-2137.1077,0,10
112,33.4775,44.9904,0,10
113,13.1005,47.1205,0,10
114,45.1281,-2135.1940,0,10
115,24.6616,34.1659,0,10
116,-2117.8504,-2117.8504,0,9
117,28.1433,28.1433,0,9
118,0.0000,39.2099,0,10
119,-2125.7215,-37.6390,0,9
120,-302.9950,-0.3081,0,10
121,-22.3876,43.3055,0,9
122,40.9382,17.8637,0,10
123,27.2987,27.2987,0,10
124,39.0723,39.0723,0,11
125,18.0473,18.0473,0,10
126,46.4036,46.4036,0,10
127,22.3148,43.9744,0,10
128,0.0000,37.1311,0,10
129,34.1024,34.1024,0,10
130,46.6835,46.6835,0,10
131,-44.2560,42.3296,0,10
132,34.6895,29.0307,0,10
133,45.5023,18.5810,0,10
134,-20.1007,-20.1007,0,9
135,13.4328,20.9920,0,10
136,11.9255,11.9255,0,11
137,16.0420,0.6235,1,10
138,34.1799,40.6336,0,11
139,28.9851,38.7547,0,10
140,30.6544,45.2651,0,10
141,37.7312,37.7312,0,11
142,43.5473,5.8173,0,11
143,38.6455,35.5517,0,10
144,0.0000,42.2155,0,10
145,-13.8065,38.3081,0,9
146,43.1884,43.1884,0,10
147,46.7836,46.7836,0,10
148,31.6082,37.2280,0,9
149,34.4661,34.4661,0,11
150,-3.9555,-3.9555,0,11
151,30.9454,30.9454,0,10
152,22.6464,22.6464,0,11
153,2.7197,2.7197,0,10
154,46.1523,32.0203,0,10
155,0.0000,-8.7816,0,10
156,30.3830,14.3519,0,10
157,9.1166,32.5275,0,9
158,18.8277,27.9661,0,10
159,39.7682,31.9500,0,10
160,29.3943,29.3943,0,10
161,2.5972,2.5972,0,11
