idx,op_id,op_name,dst,src1,src2,used_len
0,5,ACCEPT_IF_BETTER,0,2,1,11
1,11,TEMP_DECAY,2,0,1,11
2,6,ACCEPT_SA,2,0,0,11
3,5,ACCEPT_IF_BETTER,1,0,0,11
4,2,MUTATE_BEST_TO_CUR,2,1,2,11
5,0,INIT_CUR,1,2,3,11
6,11,TEMP_DECAY,3,0,3,11
7,2,MUTATE_BEST_TO_CUR,0,1,2,11
8,2,MUTATE_BEST_TO_CUR,0,1,1,11
9,4,EVAL_CUR,1,0,1,11
10,5,ACCEPT_IF_BETTER,0,3,0,11
