iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,47.713745,35.722585,35.722585,35.722585
1,false,false,47.713745,35.722585,35.722585,35.722585
2,false,false,47.675664,30.905659,35.722585,35.722585
3,false,false,47.694814,30.905659,35.722585,35.722585
4,false,false,47.672852,30.905659,35.722585,35.722585
5,false,false,47.675664,30.905659,35.722585,35.722585
6,false,false,47.802856,30.905659,35.722585,35.722585
7,false,false,47.802856,30.905659,35.722585,35.722585
8,false,false,47.802856,30.905659,35.722585,35.722585
9,false,false,47.802856,30.905659,35.722585,35.722585
10,true,true,47.595947,39.156509,39.156509,39.156509
11,true,true,47.738159,41.596667,41.596667,41.596667
12,true,true,47.676250,42.654255,42.654255,42.654255
