idx,op_id,op_name,dst,src1,src2,used_len
0,0,INIT_CUR,0,0,0,15
1,4,EVAL_CUR,0,0,0,15
2,5,ACCEPT_IF_BETTER,0,0,0,15
3,2,MUTATE_BEST_TO_CUR,3,3,2,15
4,3,CROSS_BEST_CUR,2,1,1,15
5,7,RESET_CUR_TO_BEST,1,0,2,15
6,4,EVAL_CUR,1,2,3,15
7,11,TEMP_DECAY,1,3,1,15
8,1,MUTATE_CUR,3,3,3,15
9,10,REG_SHR,0,3,1,15
10,4,EVAL_CUR,0,3,3,15
11,10,REG_SHR,0,3,3,15
12,9,REG_XOR,2,2,2,15
13,5,ACCEPT_IF_BETTER,2,2,3,15
14,12,NOP,0,2,1,15
