idx,op_id,op_name,dst,src1,src2,used_len
0,9,REG_XOR,0,0,1,15
1,4,EVAL_CUR,1,0,0,15
2,11,TEMP_DECAY,0,3,3,15
3,12,NOP,2,1,2,15
4,7,RESET_CUR_TO_BEST,0,3,2,15
5,11,TEMP_DECAY,1,3,1,15
6,12,NOP,3,0,1,15
7,1,MUTATE_CUR,0,3,2,15
8,9,REG_XOR,3,1,2,15
9,2,MUTATE_BEST_TO_CUR,1,3,2,15
10,8,RAND_REG,0,3,3,15
11,4,EVAL_CUR,1,2,0,15
12,6,ACCEPT_SA,1,0,1,15
13,9,REG_XOR,1,3,0,15
14,11,TEMP_DECAY,0,2,0,15
