idx,op_id,op_name,dst,src1,src2,used_len
0,0,INIT_CUR,1,0,3,12
1,4,EVAL_CUR,2,3,1,12
2,12,NOP,2,0,3,12
3,5,ACCEPT_IF_BETTER,0,1,2,12
4,11,TEMP_DECAY,3,3,3,12
5,7,RESET_CUR_TO_BEST,0,2,3,12
6,8,RAND_REG,3,0,0,12
7,9,REG_XOR,3,2,3,12
8,1,MUTATE_CUR,1,0,1,12
9,4,EVAL_CUR,3,0,3,12
10,6,ACCEPT_SA,2,2,0,12
11,4,EVAL_CUR,3,3,2,12
