idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,8,AND_NOT,7,0,5,0x6A76502ED2B12925,4
1,9,OR_SHIFT,3,7,3,0xA9D61D6F712443D5,4
2,2,MUL,3,0,6,0xA9F7BD4492A4DDE2,4
3,4,SHL_XOR,7,3,4,0xF58C72976850D6F4,4
