idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,8,AND_NOT,4,0,7,0xA940CBE6EE31D1CC,9
1,8,AND_NOT,1,0,2,0x56F4BCC30A8CD5A0,9
2,9,OR_SHIFT,2,2,7,0x1D0D679D5EA99D06,9
3,5,SHR_XOR,4,0,0,0x9A6E5D99B031EC7A,9
4,1,ADD,5,7,4,0x73D5CEA939D0EDEA,9
5,12,BSWAP,3,4,2,0x208CC5F2FB6CE0E9,9
6,4,SHL_XOR,0,3,4,0x6AB7564D4E143811,9
7,3,ROTL,7,0,5,0x646AF3887781CD52,9
8,0,XOR,7,7,3,0x2FEF1C96A125D89C,9
