idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,3,ROTL,6,2,0,0xB18B911644FF1859,4,47.7705,32.0190,31.9922,4096,245.0000
1,6,SPLITMIX_STEP,2,0,7,0x2DE98A3D895E86F1,4,47.7705,32.0190,31.9922,4096,245.0000
2,6,SPLITMIX_STEP,4,2,2,0x449BBD904FA6FA67,4,47.7705,32.0190,31.9922,4096,245.0000
3,6,SPLITMIX_STEP,7,4,6,0x7FC6CD89457CE291,4,47.7705,32.0190,31.9922,4096,245.0000
