idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,5,SHR_XOR,6,0,7,0xAE50C01EC0117037,4,47.9683,32.0012,32.0039,4096,255.0000
1,7,ADD_CONST,0,3,3,0x9F1CBC3A60FD7418,4,47.9683,32.0012,32.0039,4096,255.0000
2,2,MUL,2,6,1,0x6DE6FA807B731D8C,4,47.9683,32.0012,32.0039,4096,255.0000
3,6,SPLITMIX_STEP,7,2,0,0x1301E54228ADDEDE,4,47.9683,32.0012,32.0039,4096,255.0000
