idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,0,XOR,6,3,6,0x62A98CAEC85738B9,4,47.8950,31.9934,32.0078,4096,243.7500
1,6,SPLITMIX_STEP,2,0,3,0x60818349120871CB,4,47.8950,31.9934,32.0078,4096,243.7500
2,3,ROTL,7,2,2,0x10E4D6CC002354A2,4,47.8950,31.9934,32.0078,4096,243.7500
3,6,SPLITMIX_STEP,7,7,2,0x8A425766E5BD9BCB,4,47.8950,31.9934,32.0078,4096,243.7500
