idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,5,SHR_XOR,2,0,2,0x63100C72D9468EBD,4,47.8608,32.0022,31.9766,4096,252.5000
1,6,SPLITMIX_STEP,7,2,0,0x41173E6A3317FFED,4,47.8608,32.0022,31.9766,4096,252.5000
2,5,SHR_XOR,7,7,3,0x2B78100545E07782,4,47.8608,32.0022,31.9766,4096,252.5000
3,2,MUL,7,7,1,0x12B515F9456A2BCD,4,47.8608,32.0022,31.9766,4096,252.5000
