idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,6,SPLITMIX_STEP,3,0,2,0x64415992DCF71B47,4,47.8950,32.0085,32.0039,4096,218.8750
1,4,SHL_XOR,0,3,1,0xBDA9F051D46E676F,4,47.8950,32.0085,32.0039,4096,218.8750
2,6,SPLITMIX_STEP,0,0,3,0x48231955976D45B8,4,47.8950,32.0085,32.0039,4096,218.8750
3,6,SPLITMIX_STEP,7,0,5,0xD4C6B6A3209454A0,4,47.8950,32.0085,32.0039,4096,218.8750
