idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,6,SPLITMIX_STEP,0,0,7,0x8D6C23973FB4CC84,4,47.8396,32.0066,32.0039,4096,262.5000
1,6,SPLITMIX_STEP,4,0,4,0xD5242CB9008CCE8F,4,47.8396,32.0066,32.0039,4096,262.5000
2,2,MUL,7,4,7,0x2C78E9F854CF08E3,4,47.8396,32.0066,32.0039,4096,262.5000
3,5,SHR_XOR,7,7,1,0xE878333778576A19,4,47.8396,32.0066,32.0039,4096,262.5000
