idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,5,SHR_XOR,3,0,0,0x365D22044E39DD22,4,47.9146,32.0085,32.0000,4096,219.0000
1,6,SPLITMIX_STEP,2,3,0,0x120506272563B5F4,4,47.9146,32.0085,32.0000,4096,219.0000
2,4,SHL_XOR,6,1,2,0xA66B44091DA450D3,4,47.9146,32.0085,32.0000,4096,219.0000
3,6,SPLITMIX_STEP,7,2,6,0x769871F19B3F3FEE,4,47.9146,32.0085,32.0000,4096,219.0000
