idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,4,SHL_XOR,5,0,2,0xE9A3D4FC818D276F,4,47.9463,32.0054,32.0000,4096,250.3750
1,3,ROTL,5,5,7,0xFEB81C96A8A0BBF6,4,47.9463,32.0054,32.0000,4096,250.3750
2,6,SPLITMIX_STEP,7,5,1,0x4C958A14B633C9A0,4,47.9463,32.0054,32.0000,4096,250.3750
3,6,SPLITMIX_STEP,7,7,0,0x392546723117ACD0,4,47.9463,32.0054,32.0000,4096,250.3750
