idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,9,OR_SHIFT,1,0,5,0x3094CC587CF8E759,4,47.9829,31.9983,32.0000,4096,227.0000
1,2,MUL,4,0,1,0xC7C98281F2A56D86,4,47.9829,31.9983,32.0000,4096,227.0000
2,6,SPLITMIX_STEP,7,4,3,0x496F4D4862D7259A,4,47.9829,31.9983,32.0000,4096,227.0000
3,6,SPLITMIX_STEP,7,7,0,0xA4E2A867A0001179,4,47.9829,31.9983,32.0000,4096,227.0000
