idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,6,SPLITMIX_STEP,7,0,5,0x650AF66246135772,5,47.3340,31.9854,32.0039,4096,202.8750
1,4,SHL_XOR,3,7,7,0xB9ECE81DF613CD60,5,47.3340,31.9854,32.0039,4096,202.8750
2,2,MUL,3,3,4,0x5157A6D0EB7B3844,5,47.3340,31.9854,32.0039,4096,202.8750
3,7,ADD_CONST,5,3,6,0x95106226690D86C3,5,47.3340,31.9854,32.0039,4096,202.8750
4,6,SPLITMIX_STEP,7,5,0,0xB89B6DE940088D30,5,47.3340,31.9854,32.0039,4096,202.8750
