idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,3,ROTL,7,2,5,0xD8253C5D81857B3D,4,47.9707,32.0029,32.0000,4096,214.3750
1,6,SPLITMIX_STEP,0,0,0,0x5D6EB8559FA2E09E,4,47.9707,32.0029,32.0000,4096,214.3750
2,2,MUL,4,0,4,0x861BA92BCACC8C0E,4,47.9707,32.0029,32.0000,4096,214.3750
3,6,SPLITMIX_STEP,7,4,4,0x969A65E8A14F11FD,4,47.9707,32.0029,32.0000,4096,214.3750
