idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,6,SPLITMIX_STEP,5,0,7,0xCDFB844C2AF660AF,4,47.9146,31.9973,31.9883,4096,243.0000
1,6,SPLITMIX_STEP,3,5,0,0x4346E02D326627CE,4,47.9146,31.9973,31.9883,4096,243.0000
2,2,MUL,4,3,2,0x7394C431A82A998D,4,47.9146,31.9973,31.9883,4096,243.0000
3,6,SPLITMIX_STEP,7,4,5,0xFB0DDC4561C2881E,4,47.9146,31.9973,31.9883,4096,243.0000
