idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,6,SPLITMIX_STEP,0,0,3,0x71D05CA5C9DF0BE2,4,47.8464,32.0110,32.0000,4096,259.3750
1,5,SHR_XOR,1,0,6,0x158D640B634185BF,4,47.8464,32.0110,32.0000,4096,259.3750
2,2,MUL,7,2,5,0x1474E2632DFE3477,4,47.8464,32.0110,32.0000,4096,259.3750
3,6,SPLITMIX_STEP,7,1,7,0x7D86C582F5F201B7,4,47.8464,32.0110,32.0000,4096,259.3750
