idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,6,SPLITMIX_STEP,2,0,0,0x5604585BF3AA4F10,4,47.9414,31.9980,31.9922,4096,210.8750
1,9,OR_SHIFT,2,6,2,0x40140A7EF7DC468B,4,47.9414,31.9980,31.9922,4096,210.8750
2,6,SPLITMIX_STEP,7,0,2,0x82CACB9080C42F05,4,47.9414,31.9980,31.9922,4096,210.8750
3,6,SPLITMIX_STEP,7,7,3,0xEB4C2709EB0C9DFB,4,47.9414,31.9980,31.9922,4096,210.8750
