idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,2,MUL,1,0,3,0xE5464A46380B0EAB,4,47.9365,32.0044,32.0039,4096,247.8750
1,0,XOR,2,5,0,0x5801B6707F2F0E8B,4,47.9365,32.0044,32.0039,4096,247.8750
2,6,SPLITMIX_STEP,7,1,2,0x258C319956FB121C,4,47.9365,32.0044,32.0039,4096,247.8750
3,6,SPLITMIX_STEP,7,7,2,0xB5BFE674C3066842,4,47.9365,32.0044,32.0039,4096,247.8750
