idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,2,MUL,1,0,2,0x20AE20C4DD7C0E5A,4,47.9341,32.0027,31.9922,4096,228.3750
1,1,ADD,2,0,0,0xEAF08807D5EA48A4,4,47.9341,32.0027,31.9922,4096,228.3750
2,6,SPLITMIX_STEP,7,1,2,0x339D99D4F3FFFD5C,4,47.9341,32.0027,31.9922,4096,228.3750
3,6,SPLITMIX_STEP,7,7,7,0x12DFB218DB354AD1,4,47.9341,32.0027,31.9922,4096,228.3750
