idx,op_id,op_name,dst,src1,src2,imm_hex,used_len,composite,avalanche,balance,period,chisq
0,6,SPLITMIX_STEP,2,3,1,0xB8C400117F8ABD64,4,47.9756,32.0005,31.9961,4096,239.8750
1,7,ADD_CONST,1,7,6,0xD31FE83E19A4B61B,4,47.9756,32.0005,31.9961,4096,239.8750
2,6,SPLITMIX_STEP,3,0,2,0x5E9578C3951F4783,4,47.9756,32.0005,31.9961,4096,239.8750
3,6,SPLITMIX_STEP,7,3,1,0x2B6AA70CEE68FBDE,4,47.9756,32.0005,31.9961,4096,239.8750
