idx,i,j,size,depth,correctness
0,0,1,22,8,1.000000
1,5,7,22,8,1.000000
2,0,7,22,8,1.000000
3,3,6,22,8,1.000000
4,1,6,22,8,1.000000
5,4,5,22,8,1.000000
6,2,6,22,8,1.000000
7,5,6,22,8,1.000000
8,0,3,22,8,1.000000
9,1,3,22,8,1.000000
10,3,5,22,8,1.000000
11,2,4,22,8,1.000000
12,0,2,22,8,1.000000
13,1,4,22,8,1.000000
14,4,7,22,8,1.000000
15,5,7,22,8,1.000000
16,1,3,22,8,1.000000
17,3,4,22,8,1.000000
18,6,7,22,8,1.000000
19,4,5,22,8,1.000000
20,1,2,22,8,1.000000
21,2,3,22,8,1.000000
