idx,i,j,size,depth,correctness
0,0,4,21,8,1.000000
1,5,7,21,8,1.000000
2,2,3,21,8,1.000000
3,1,7,21,8,1.000000
4,0,2,21,8,1.000000
5,5,6,21,8,1.000000
6,1,2,21,8,1.000000
7,3,7,21,8,1.000000
8,2,5,21,8,1.000000
9,4,6,21,8,1.000000
10,3,4,21,8,1.000000
11,6,7,21,8,1.000000
12,0,2,21,8,1.000000
13,5,6,21,8,1.000000
14,4,6,21,8,1.000000
15,1,3,21,8,1.000000
16,4,5,21,8,1.000000
17,2,3,21,8,1.000000
18,3,4,21,8,1.000000
19,1,2,21,8,1.000000
20,0,1,21,8,1.000000
