idx,i,j,size,depth,correctness
0,0,5,22,8,1.000000
1,4,5,22,8,1.000000
2,2,3,22,8,1.000000
3,6,7,22,8,1.000000
4,0,3,22,8,1.000000
5,1,6,22,8,1.000000
6,2,7,22,8,1.000000
7,0,2,22,8,1.000000
8,4,6,22,8,1.000000
9,0,1,22,8,1.000000
10,3,6,22,8,1.000000
11,1,4,22,8,1.000000
12,5,7,22,8,1.000000
13,1,2,22,8,1.000000
14,6,7,22,8,1.000000
15,3,5,22,8,1.000000
16,3,4,22,8,1.000000
17,2,4,22,8,1.000000
18,5,6,22,8,1.000000
19,4,5,22,8,1.000000
20,0,1,22,8,1.000000
21,2,3,22,8,1.000000
