idx,i,j,size,depth,correctness
0,0,6,22,8,1.000000
1,2,3,22,8,1.000000
2,5,7,22,8,1.000000
3,2,4,22,8,1.000000
4,0,5,22,8,1.000000
5,0,2,22,8,1.000000
6,4,5,22,8,1.000000
7,3,7,22,8,1.000000
8,2,4,22,8,1.000000
9,1,6,22,8,1.000000
10,6,7,22,8,1.000000
11,1,3,22,8,1.000000
12,0,1,22,8,1.000000
13,3,4,22,8,1.000000
14,1,2,22,8,1.000000
15,5,6,22,8,1.000000
16,2,5,22,8,1.000000
17,2,3,22,8,1.000000
18,4,5,22,8,1.000000
19,3,4,22,8,1.000000
20,6,7,22,8,1.000000
21,5,6,22,8,1.000000
