idx,i,j,size,depth,correctness
0,2,3,22,9,1.000000
1,2,6,22,9,1.000000
2,4,5,22,9,1.000000
3,5,6,22,9,1.000000
4,1,7,22,9,1.000000
5,1,4,22,9,1.000000
6,3,7,22,9,1.000000
7,6,7,22,9,1.000000
8,3,4,22,9,1.000000
9,4,5,22,9,1.000000
10,1,2,22,9,1.000000
11,2,3,22,9,1.000000
12,0,4,22,9,1.000000
13,3,4,22,9,1.000000
14,5,6,22,9,1.000000
15,0,2,22,9,1.000000
16,4,6,22,9,1.000000
17,2,3,22,9,1.000000
18,0,1,22,9,1.000000
19,6,7,22,9,1.000000
20,3,5,22,9,1.000000
21,4,5,22,9,1.000000
