idx,i,j,size,depth,correctness
0,2,5,20,7,1.000000
1,0,4,20,7,1.000000
2,0,2,20,7,1.000000
3,1,3,20,7,1.000000
4,6,7,20,7,1.000000
5,1,6,20,7,1.000000
6,5,6,20,7,1.000000
7,2,3,20,7,1.000000
8,4,5,20,7,1.000000
9,0,1,20,7,1.000000
10,3,6,20,7,1.000000
11,1,4,20,7,1.000000
12,2,7,20,7,1.000000
13,5,7,20,7,1.000000
14,3,5,20,7,1.000000
15,2,4,20,7,1.000000
16,6,7,20,7,1.000000
17,3,4,20,7,1.000000
18,1,2,20,7,1.000000
19,5,6,20,7,1.000000
