idx,i,j,size,depth,correctness
0,4,7,22,9,1.000000
1,5,7,22,9,1.000000
2,3,5,22,9,1.000000
3,0,5,22,9,1.000000
4,1,2,22,9,1.000000
5,2,6,22,9,1.000000
6,1,4,22,9,1.000000
7,6,7,22,9,1.000000
8,0,6,22,9,1.000000
9,2,4,22,9,1.000000
10,5,7,22,9,1.000000
11,2,3,22,9,1.000000
12,0,2,22,9,1.000000
13,4,5,22,9,1.000000
14,5,6,22,9,1.000000
15,1,3,22,9,1.000000
16,1,2,22,9,1.000000
17,3,4,22,9,1.000000
18,0,1,22,9,1.000000
19,2,3,22,9,1.000000
20,4,5,22,9,1.000000
21,3,4,22,9,1.000000
