idx,i,j,size,depth,correctness
0,4,7,22,9,1.000000
1,1,6,22,9,1.000000
2,0,3,22,9,1.000000
3,5,7,22,9,1.000000
4,1,2,22,9,1.000000
5,2,7,22,9,1.000000
6,5,6,22,9,1.000000
7,2,5,22,9,1.000000
8,3,7,22,9,1.000000
9,0,4,22,9,1.000000
10,1,2,22,9,1.000000
11,3,6,22,9,1.000000
12,2,4,22,9,1.000000
13,4,5,22,9,1.000000
14,0,1,22,9,1.000000
15,1,3,22,9,1.000000
16,5,6,22,9,1.000000
17,1,2,22,9,1.000000
18,6,7,22,9,1.000000
19,3,4,22,9,1.000000
20,2,3,22,9,1.000000
21,4,5,22,9,1.000000
