idx,i,j,size,depth,correctness
0,6,7,21,9,1.000000
1,1,3,21,9,1.000000
2,2,6,21,9,1.000000
3,0,4,21,9,1.000000
4,4,5,21,9,1.000000
5,1,4,21,9,1.000000
6,0,1,21,9,1.000000
7,3,6,21,9,1.000000
8,3,7,21,9,1.000000
9,1,3,21,9,1.000000
10,5,6,21,9,1.000000
11,3,5,21,9,1.000000
12,4,7,21,9,1.000000
13,6,7,21,9,1.000000
14,5,6,21,9,1.000000
15,2,4,21,9,1.000000
16,3,4,21,9,1.000000
17,0,2,21,9,1.000000
18,1,2,21,9,1.000000
19,2,3,21,9,1.000000
20,4,5,21,9,1.000000
